counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,60.7419,60.94,60.9401,61.44,61.4415,62.19,m,1,0.7232,,[],[],[],[],[],[],[],0.7232,1,62.1903,62.6902,0,5,5,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,62.6919,62.8902,62.8903,63.3902,63.3914,64.2227,z,1,0.8058,,[],[],[],[],[],[],[],0.8058,1,64.2229,64.7235,0,6,6,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,64.7252,64.9235,64.9235,65.4234,65.4245,66.1239,z,1,0.6886,,[],[],[],[],[],[],[],0.6886,1,66.1239,66.6236,0,7,7,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,66.6251,66.8234,66.8235,67.3235,67.3247,68.1735,m,1,0.8222,,[],[],[],[],[],[],[],0.8222,1,68.1737,68.6734,0,8,8,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,68.675,68.8734,68.8735,69.3729,69.374,70.3402,m,1,0.9436,,[],[],[],[],[],[],[],0.9436,1,70.3403,70.8393,0,9,9,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,70.841,71.0401,71.0401,71.5401,71.5412,72.4398,z,1,0.8773,,[],[],[],[],[],[],[],0.8773,1,72.4399,72.9403,0,10,10,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,72.942,73.1402,73.1402,73.6391,73.6405,74.4235,m,1,0.7561,,[],[],[],[],[],[],[],0.7561,1,74.4236,74.9234,0,11,11,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,74.9252,75.1232,75.1233,75.6234,75.6246,76.5234,z,1,0.8764,,[],[],[],[],[],[],[],0.8764,1,76.5236,77.0235,0,12,12,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,77.0252,77.2234,77.2234,77.7234,77.7243,78.7893,z,1,1.0428,,[],[],[],[],[],[],[],1.0428,1,78.7894,79.2897,0,13,13,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,79.2905,79.4891,79.4892,79.9901,79.9911,80.9555,z,1,0.9406,,[],[],[],[],[],[],[],0.9406,1,80.9556,81.4557,0,14,14,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,81.4572,81.6562,81.6563,82.1557,82.1569,82.9735,z,1,0.7949,,[],[],[],[],[],[],[],0.7949,1,82.9736,83.4735,0,15,15,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4812,97.524,,0.007349191,-0.408519791,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,97.5322,97.7231,97.7231,98.2232,,,,,,,,,,,,,,1.4356,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,98.2255,99.6739,m,1,1.4356,,[],[],[],[],[],[],[],99.6744,101.6736,101.674,101.6778,[],[],[],[],[],[],[],,101.678,101.6803,0.007349191,-0.408519791,0,0,0,,0,0,0,98,1,1,word,CRIMINAL,print,criminal_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,101.6816,101.8733,101.8734,102.3733,,,,,,,,,,,,,,2.3803,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,0,102.3743,104.7568,z,0,2.3803,,[],[],[],[],[],[],[],104.7569,106.7567,106.7567,106.7571,[],[],[],[],[],[],[],,106.7571,106.7572,0.007349191,-0.408519791,0,0,0,,0,1,1,143,1,1,word,REMOVAL,cursive,removal_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,106.7583,106.9568,106.9568,107.4566,,,,,,,,,,,,,,3.2712,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,107.4573,110.7401,z,1,3.2712,,[],[],[],[],[],[],[],110.7402,112.7395,112.7396,112.74,[],[],[],[],[],[],[],,112.7402,112.7403,0.007349191,-0.408519791,0,0,0,,0,2,2,54,1,1,TL,distupe,cursive,distupe_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,112.7416,112.94,112.94,113.4397,,,,,,,,,,,,,,1.8879,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,113.4404,115.34,z,1,1.8879,,[],[],[],[],[],[],[],115.3401,117.34,117.34,117.3404,[],[],[],[],[],[],[],,117.3404,117.3406,0.007349191,-0.408519791,0,0,0,,0,3,3,53,1,1,TL,dentisy,cursive,dentisy_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,117.3418,117.54,117.5401,118.0401,,,,,,,,,,,,,,0.921,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,5,0,118.0409,118.9733,m,1,0.921,,[],[],[],[],[],[],[],118.9734,120.9732,120.9732,120.9736,[],[],[],[],[],[],[],,120.9736,120.9737,0.007349191,-0.408519791,0,0,0,,0,4,4,121,1,1,word,MISTAKE,print,mistake_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,120.975,121.1733,121.1733,121.6734,,,,,,,,,,,,,,1.471,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,121.6742,123.1566,m,1,1.471,,[],[],[],[],[],[],[],123.1568,125.1566,125.1567,125.1572,[],[],[],[],[],[],[],,125.1572,125.1574,0.007349191,-0.408519791,0,0,0,,0,5,5,104,1,1,word,DOMINANT,cursive,dominant_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,125.1588,125.3565,125.3566,125.8565,,,,,,,,,,,,,,0.8716,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,125.857,126.7399,z,1,0.8716,,[],[],[],[],[],[],[],126.74,128.7399,128.7401,128.7404,[],[],[],[],[],[],[],,128.7405,128.7407,0.007349191,-0.408519791,0,0,0,,0,6,6,30,1,1,RL,relone,print,relone_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,128.742,128.94,128.94,129.4399,,,,,,,,,,,,,,2.6042,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,0,129.4407,132.0565,z,1,2.6042,,[],[],[],[],[],[],[],132.0566,134.0562,134.0564,134.0566,[],[],[],[],[],[],[],,134.0566,134.0567,0.007349191,-0.408519791,0,0,0,,0,7,7,49,1,1,TL,clicinal,cursive,clicinal_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,134.0577,134.2566,134.2566,134.7566,,,,,,,,,,,,,,1.8541,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,134.7576,136.6227,m,1,1.8541,,[],[],[],[],[],[],[],136.6228,138.6232,138.6232,138.6237,[],[],[],[],[],[],[],,138.6238,138.6239,0.007349191,-0.408519791,0,0,0,,0,8,8,127,1,1,word,ORIGINAL,cursive,original_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,138.6252,138.8232,138.8232,139.3232,,,,,,,,,,,,,,1.0541,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,139.324,140.3898,z,1,1.0541,,[],[],[],[],[],[],[],140.3899,142.39,142.39,142.3904,[],[],[],[],[],[],[],,142.3904,142.3906,0.007349191,-0.408519791,0,0,0,,0,9,9,37,1,1,RL,skofen,print,skofen_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,142.392,142.5898,142.5899,143.0898,,,,,,,,,,,,,,1.3712,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,143.0905,144.4732,m,1,1.3712,,[],[],[],[],[],[],[],144.4733,146.4732,146.4732,146.4735,[],[],[],[],[],[],[],,146.4736,146.474,0.007349191,-0.408519791,0,0,0,,0,10,10,96,1,1,word,CONSIDER,cursive,consider_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,146.4752,146.6721,146.6721,147.1731,,,,,,,,,,,,,,1.1725,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,0,147.1737,148.3562,m,1,1.1725,,[],[],[],[],[],[],[],148.3564,150.3565,150.3565,150.3567,[],[],[],[],[],[],[],,150.3567,150.3568,0.007349191,-0.408519791,0,0,0,,0,11,11,86,1,1,word,BESIDE,print,beside_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,150.3581,150.5565,150.5566,151.0564,,,,,,,,,,,,,,0.8716,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,151.0572,151.9399,m,1,0.8716,,[],[],[],[],[],[],[],151.9399,153.9398,153.9398,153.9401,[],[],[],[],[],[],[],,153.9402,153.9404,0.007349191,-0.408519791,0,0,0,,0,12,12,91,1,1,word,CARDINAL,print,cardinal_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,153.9417,154.14,154.14,154.6398,,,,,,,,,,,,,,1.3567,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,154.6408,156.0065,z,1,1.3567,,[],[],[],[],[],[],[],156.0065,158.0066,158.0067,158.007,[],[],[],[],[],[],[],,158.0071,158.0073,0.007349191,-0.408519791,0,0,0,,0,13,13,45,1,1,TL,cacapity,print,cacapity_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,158.0089,158.2064,158.2065,158.7064,,,,,,,,,,,,,,4.04,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,158.7071,162.7565,m,1,4.04,,[],[],[],[],[],[],[],162.7566,164.7563,164.7563,164.7565,[],[],[],[],[],[],[],,164.7566,164.7568,0.007349191,-0.408519791,0,0,0,,0,14,14,134,1,1,word,QUALIFY,cursive,qualify_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,164.7581,164.9564,164.9565,165.456,,,,,,,,,,,,,,0.671,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,0,165.4567,166.1395,z,1,0.671,,[],[],[],[],[],[],[],166.1395,168.1396,168.1397,168.1399,[],[],[],[],[],[],[],,168.1399,168.14,0.007349191,-0.408519791,0,0,0,,0,15,15,14,1,1,RL,lofase,print,lofase_p.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,168.1417,168.3396,168.3397,168.8396,,,,,,,,,,,,,,0.6376,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,1,168.8401,169.4898,m,1,0.6376,,[],[],[],[],[],[],[],169.4898,171.4895,171.4896,176.6888,[],[],[],[],[],[],[],m,176.6889,176.689,0.007349191,-0.408519791,0,0,0,,0,16,16,84,1,1,word,BELOVED,print,beloved_p.png,5.1925,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,176.6896,176.8893,176.8893,177.3898,,,,,,,,,,,,,,4.3044,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,177.3907,181.706,z,1,4.3044,,[],[],[],[],[],[],[],181.7062,183.7063,183.7064,183.7067,[],[],[],[],[],[],[],,183.7068,183.707,0.007349191,-0.408519791,0,0,0,,0,17,17,26,1,1,RL,quafidy,cursive,quafidy_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,183.7086,183.9062,183.9063,184.4063,,,,,,,,,,,,,,4.8553,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,19,0,184.407,189.2732,z,1,4.8553,,[],[],[],[],[],[],[],189.2733,191.2729,191.2729,191.2732,[],[],[],[],[],[],[],,191.2733,191.2736,0.007349191,-0.408519791,0,0,0,,0,18,18,57,1,1,TL,hetirage,cursive,hetirage_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,191.275,191.4726,191.4726,191.9729,,,,,,,,,,,,,,3.3293,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,191.9736,195.3074,z,1,3.3293,,[],[],[],[],[],[],[],195.311,197.3063,197.3064,197.3068,[],[],[],[],[],[],[],,197.3069,197.3071,0.007349191,-0.408519791,0,0,0,,0,19,19,9,1,1,RL,docirant,cursive,docirant_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,197.3101,197.5062,197.5062,198.0064,,,,,,,,,,,,,,1.4944,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,198.0074,199.5062,m,1,1.4944,,[],[],[],[],[],[],[],199.5063,201.5063,201.5064,201.5065,[],[],[],[],[],[],[],,201.5066,201.5068,0.007349191,-0.408519791,0,0,0,,0,20,20,118,1,1,word,MEDICINE,cursive,medicine_c.png,,,,,
,,,,31919,001,2025-11-22_16h57.39.174,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,201.5084,201.7063,201.7063,202.2062,,,,,,,,,,,,,,2.032,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,202.2071,204.24,m,1,2.032,,[],[],[],[],[],[],[],204.2401,206.2395,206.2395,206.2397,[],[],[],[],[],[],[],,206.2397,206.2399,0.007349191,-0.408519791,0,0,0,,0,21,21,128,1,1,word,PACIFIC,print,pacific_p.png,,,,,
