counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,79.205,79.4038,79.4038,79.9045,79.9056,80.4878,z,1,0.5733,,[],[],[],[],[],[],[],0.5733,1,80.4881,80.9879,0,5,5,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,80.9892,81.1868,81.1869,81.688,81.6894,82.6704,m,1,0.9741,,[],[],[],[],[],[],[],0.9741,1,82.6705,83.1709,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,83.1723,83.3712,83.3712,83.8715,83.8727,84.7546,m,1,0.8729,,[],[],[],[],[],[],[],0.8729,1,84.7548,85.2544,0,7,7,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,85.256,85.4546,85.4546,85.9547,85.9558,87.1549,z,1,1.1794,,[],[],[],[],[],[],[],1.1794,1,87.1552,87.6546,0,8,8,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,87.6561,87.8546,87.8547,88.3536,88.3545,89.404,z,1,1.033,,[],[],[],[],[],[],[],1.033,1,89.4041,89.9047,0,9,9,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,89.9064,90.1047,90.1048,90.6037,90.6044,91.3712,m,1,0.7566,,[],[],[],[],[],[],[],0.7566,1,91.3714,91.8703,0,10,10,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,91.8715,92.0715,92.0716,92.5714,92.5725,94.588,m,0,1.9965,,[],[],[],[],[],[],[],1.9965,0,94.589,95.0881,0,11,11,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,95.0895,95.2879,95.2879,95.7869,95.7876,96.6712,m,1,0.8752,,[],[],[],[],[],[],[],0.8752,1,96.6721,97.1713,0,12,12,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,97.1726,97.3713,97.3714,97.8713,97.8721,100.587,m,1,2.6958,,[],[],[],[],[],[],[],2.6958,1,100.5872,101.0879,0,13,13,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,101.0894,101.2882,101.2883,101.7878,101.7884,102.5713,m,1,0.7649,,[],[],[],[],[],[],[],0.7649,1,102.5714,103.0714,0,14,14,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,103.0729,103.2714,103.2715,103.7712,103.7722,104.5383,z,1,0.7456,,[],[],[],[],[],[],[],0.7456,1,104.5385,105.0381,0,15,15,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.045,121.6226,,-0.007322049,-0.415833333,1,0,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,121.6421,121.8212,121.8213,122.3211,,,,,,,,,,,,,,1.1354,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,1,122.3219,123.472,m,1,1.1354,,[],[],[],[],[],[],[],123.4723,125.4709,125.4711,127.3219,[],[],[],[],[],[],[],m,1.8377,,127.3222,127.3252,0.092565104,-0.168541667,0,0,0,,0,0,0,129,1,3,word,PARENT,print,parent_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,127.3263,127.5214,127.5215,128.0214,,,,,,,,,,,,,,1.7201,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,1,128.0222,129.7539,m,1,1.7201,,[],[],[],[],[],[],[],129.7541,131.7538,131.7538,132.8047,[],[],[],[],[],[],[],z,1.0386,,132.8049,132.805,0.092565104,-0.168541667,0,0,0,,0,1,1,136,1,3,word,RADICAL,cursive,radical_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,132.8066,133.0047,133.0048,133.5046,,,,,,,,,,,,,,1.6487,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,0,133.5053,135.1549,z,0,1.6487,,[],[],[],[],[],[],[],135.155,137.1539,137.154,137.1542,[],[],[],[],[],[],[],,,,137.1543,137.1545,0.092565104,-0.168541667,0,0,0,,0,2,2,122,1,3,word,MOBILE,cursive,mobile_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,137.1561,137.3545,137.3546,137.854,,,,,,,,,,,,,,1.6536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,137.8547,139.5214,z,1,1.6536,,[],[],[],[],[],[],[],139.5215,141.5214,141.5215,141.5218,[],[],[],[],[],[],[],,,,141.5219,141.522,0.092565104,-0.168541667,0,0,0,,0,3,3,31,1,3,RL,trilude,print,trilude_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,141.5234,141.7213,141.7213,142.2211,,,,,,,,,,,,,,1.4324,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,142.2214,143.6546,z,1,1.4324,,[],[],[],[],[],[],[],143.6547,145.6547,145.6547,145.6551,[],[],[],[],[],[],[],,,,145.6552,145.6553,0.092565104,-0.168541667,0,0,0,,0,4,4,28,1,3,RL,rovastic,cursive,rovastic_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,145.6568,145.8547,145.8547,146.3543,,,,,,,,,,,,,,1.7327,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,146.3546,148.0878,m,1,1.7327,,[],[],[],[],[],[],[],148.088,150.088,150.0881,150.0885,[],[],[],[],[],[],[],,,,150.0885,150.0888,0.092565104,-0.168541667,0,0,0,,0,5,5,146,1,3,word,RETIRE,print,retire_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,150.0899,150.288,150.288,150.788,,,,,,,,,,,,,,0.8525,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,150.7885,151.6547,m,1,0.8525,,[],[],[],[],[],[],[],151.6548,153.6546,153.6548,153.6551,[],[],[],[],[],[],[],,,,153.6551,153.6553,0.092565104,-0.168541667,0,0,0,,0,6,6,87,1,3,word,CAFETERIA,print,cafeteria_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,153.6568,153.8546,153.8546,154.3547,,,,,,,,,,,,,,1.4193,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,1,154.3553,155.7881,m,0,1.4193,,[],[],[],[],[],[],[],155.7882,157.7881,157.7881,159.9047,[],[],[],[],[],[],[],z,2.1036,,159.9048,159.9051,0.092565104,-0.168541667,0,0,0,,0,7,7,37,1,3,TL,cacapity,cursive,cacapity_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,159.9064,160.1047,160.1047,160.6046,,,,,,,,,,,,,,1.486,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,160.6052,162.1047,m,1,1.486,,[],[],[],[],[],[],[],162.1048,164.1048,164.1048,164.105,[],[],[],[],[],[],[],,,,164.1051,164.1053,0.092565104,-0.168541667,0,0,0,,0,8,8,159,1,3,word,VETERAN,cursive,veteran_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,164.1069,164.3045,164.3046,164.8046,,,,,,,,,,,,,,1.0796,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,164.8052,165.8879,z,0,1.0796,,[],[],[],[],[],[],[],165.888,167.8879,167.888,167.8882,[],[],[],[],[],[],[],,,,167.8883,167.8885,0.092565104,-0.168541667,0,0,0,,0,9,9,114,1,3,word,LOCATE,cursive,locate_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,167.89,168.0881,168.0882,168.5875,,,,,,,,,,,,,,1.5915,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,0,168.5881,170.1881,z,1,1.5915,,[],[],[],[],[],[],[],170.1881,172.1879,172.1879,172.1881,[],[],[],[],[],[],[],,,,172.1882,172.1883,0.092565104,-0.168541667,0,0,0,,0,10,10,60,1,3,TL,panert,print,panert_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,172.1894,172.388,172.388,172.888,,,,,,,,,,,,,,1.1866,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,172.8886,174.0881,m,0,1.1866,,[],[],[],[],[],[],[],174.0882,176.0871,176.0872,176.0875,[],[],[],[],[],[],[],,,,176.0876,176.0877,0.092565104,-0.168541667,0,0,0,,0,11,11,45,1,3,TL,dentisy,print,dentisy_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,176.0892,176.2881,176.2881,176.788,,,,,,,,,,,,,,0.986,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,0,176.7887,177.7881,m,0,0.986,,[],[],[],[],[],[],[],177.7881,179.7878,179.7878,179.7881,[],[],[],[],[],[],[],,,,179.7881,179.7883,0.092565104,-0.168541667,0,0,0,,0,12,12,49,1,3,TL,incidate,print,incidate_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,179.7897,179.9872,179.9873,180.4881,,,,,,,,,,,,,,0.7538,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,14,0,180.4886,181.2548,m,1,0.7538,,[],[],[],[],[],[],[],181.2548,183.2539,183.2539,183.2542,[],[],[],[],[],[],[],,,,183.2542,183.2543,0.092565104,-0.168541667,0,0,0,,0,13,13,130,1,3,word,POLICY,print,policy_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,183.2554,183.4547,183.4547,183.9546,,,,,,,,,,,,,,0.7804,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,183.9554,184.7379,m,1,0.7804,,[],[],[],[],[],[],[],184.7379,186.738,186.7381,186.7382,[],[],[],[],[],[],[],,,,186.7383,186.7384,0.092565104,-0.168541667,0,0,0,,0,14,14,151,1,3,word,SPECIFIC,print,specific_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,186.7396,186.9374,186.9374,187.4379,,,,,,,,,,,,,,1.1813,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,187.4383,188.6213,m,1,1.1813,,[],[],[],[],[],[],[],188.6214,190.6205,190.6205,190.6207,[],[],[],[],[],[],[],,,,190.6207,190.6208,0.092309028,-0.168797743,0,0,0,,0,15,15,84,1,3,word,BELOVED,cursive,beloved_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,190.6219,190.8213,190.8214,191.3212,,,,,,,,,,,,,,1.3147,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,191.3217,192.6381,m,1,1.3147,,[],[],[],[],[],[],[],192.6381,194.6381,194.6381,194.6384,[],[],[],[],[],[],[],,,,194.6386,194.6387,0.092309028,-0.168797743,0,0,0,,0,16,16,148,1,3,word,SALINE,cursive,saline_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,194.6402,194.838,194.8381,195.3379,,,,,,,,,,,,,,1.103,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,195.3384,196.4548,m,1,1.103,,[],[],[],[],[],[],[],196.4548,198.4547,198.4548,198.4551,[],[],[],[],[],[],[],,,,198.4552,198.4553,0.092309028,-0.168797743,0,0,0,,0,17,17,100,1,3,word,DECADE,cursive,decade_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,198.4569,198.6547,198.6548,199.1546,,,,,,,,,,,,,,0.7982,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,199.1552,199.9547,m,1,0.7982,,[],[],[],[],[],[],[],199.9548,201.9549,201.955,201.9552,[],[],[],[],[],[],[],,,,201.9553,201.9556,0.091536458,-0.168797743,0,0,0,,0,18,18,155,1,3,word,STRATEGY,print,strategy_p.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,201.9569,202.1546,202.1547,202.6548,,,,,,,,,,,,,,2.9129,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,202.6555,205.5704,m,0,2.9129,,[],[],[],[],[],[],[],205.5705,207.5713,207.5714,207.5717,[],[],[],[],[],[],[],,,,207.5718,207.572,0.091280382,-0.168797743,0,0,0,,0,19,19,79,1,3,TL,veretan,cursive,veretan_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,207.5732,207.7714,207.7714,208.2713,,,,,,,,,,,,,,1.1155,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,21,1,208.2719,209.3881,z,1,1.1155,,[],[],[],[],[],[],[],209.3882,211.388,211.3882,214.0883,[],[],[],[],[],[],[],z,2.6996,,214.0885,214.0886,0.091280382,-0.168797743,0,0,0,,0,20,20,66,1,3,TL,retalive,cursive,retalive_c.png,,,
,,,,31793,001,2025-10-19_14h32.06.820,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,214.09,214.2881,214.2881,214.7881,,,,,,,,,,,,,,2.5316,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,22,0,214.7887,217.3213,z,1,2.5316,,[],[],[],[],[],[],[],217.3215,219.3213,219.3215,219.3216,[],[],[],[],[],[],[],,,,219.3217,219.3219,0.091280382,-0.168797743,0,0,0,,0,21,21,1,1,3,RL,bewoted,cursive,bewoted_c.png,,,
