counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,49.9863,50.1855,50.1856,50.686,50.6866,52.0077,,0,[-0.40677083333333336],[-0.30885416666666665],[1],[0],[0],[1.3202000000476914],"[""button_left""]",1.3202,1,52.0077,52.5083,0,9,9,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,52.5095,52.706,52.7061,53.2066,53.2075,54.1663,,0,[-0.40677083333333336],[-0.31666666666666665],[1],[0],[0],[0.9580000000000126],"[""button_left""]",0.958,1,54.1664,54.6673,0,10,10,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,54.6685,54.8677,54.8677,55.3684,55.3693,56.3866,,0,[-0.40520833333333334],[-0.31197916666666664],[1],[0],[0],[1.0165000000000077],"[""button_left""]",1.0165,1,56.3867,56.8876,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,56.8886,57.0875,57.0876,57.588,57.5887,58.3895,,0,[0.38697916666666665],[-0.32083333333333336],[1],[0],[0],[0.8000999999046314],"[""button_right""]",0.8001,1,58.3896,58.8901,0,12,12,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,58.8912,59.0904,59.0904,59.5911,59.5919,60.5092,,0,[-0.4005208333333333],[-0.2890625],[1],[0],[0],[0.9166000000238483],"[""button_left""]",0.9166,1,60.5093,61.0103,0,13,13,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,61.0112,61.2107,61.2107,61.7111,61.7118,62.6375,,0,[-0.415625],[-0.2916666666666667],[1],[0],[0],[0.924899999976148],"[""button_left""]",0.9249,1,62.6377,63.1385,0,14,14,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,63.1396,63.3386,63.3386,63.8398,63.8408,64.6656,,0,[0.38125],[-0.30625],[1],[0],[0],[0.8236000000238448],"[""button_right""]",0.8236,1,64.6657,65.1668,0,15,15,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1725,86.3903,,-0.059895833,-0.395833333,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,86.3976,86.5909,86.5909,87.0918,,,,,,,,,,,,0.9894,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,87.0931,88.085,,0,[0.39375],[-0.31197916666666664],[1],[0],[0],[0.9894000000953724],"[""button_right_main""]",88.0852,90.0876,90.0878,90.0903,[],[],[],[],[],[],[],,90.0903,90.0927,0.39375,-0.311979167,0,0,0,,0,0,0,107,1,1,word,EVIDENT,print,evident_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,90.0933,90.2879,90.288,90.789,,,,,,,,,,,,0.8329,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,1,90.7895,91.6231,,0,[0.38958333333333334],[-0.2984375],[1],[0],[0],[0.8328999999761777],"[""button_right_main""]",91.6232,93.6176,93.6177,95.1951,[0.39791666666666664],[-0.3078125],[1],[0],[0],[1.577100000023819],"[""button_right_probe""]",,95.1952,95.1954,0.397916667,-0.3078125,1,0,0,,0,1,1,97,1,1,word,COVERAGE,print,coverage_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,95.196,95.3953,95.3954,95.8961,,,,,,,,,,,,1.1591,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,0,95.8967,97.0563,,0,[0.3880208333333333],[-0.3104166666666667],[1],[0],[0],[1.159100000023841],"[""button_right_main""]",97.0564,99.051,99.051,99.0513,[],[],[],[],[],[],[],,99.0514,99.0516,0.388020833,-0.310416667,0,0,0,,0,2,2,115,1,1,word,LOGICAL,cursive,logical_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,99.0525,99.251,99.2511,99.7526,,,,,,,,,,,,1.1837,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,99.7532,100.9371,,0,[-0.3723958333333333],[-0.3109375],[1],[0],[0],[1.1837000000477076],"[""button_left_main""]",100.9372,102.9317,102.9318,102.932,[],[],[],[],[],[],[],,102.9321,102.9322,-0.371354167,-0.311979167,0,0,0,,0,3,3,69,1,1,TL,radiply,cursive,radiply_c.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,102.9334,103.1325,103.1326,103.6328,,,,,,,,,,,,0.8835,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,103.6332,104.5176,,0,[-0.3640625],[-0.30052083333333335],[1],[0],[0],[0.883499999999998],"[""button_left_main""]",104.5177,106.5124,106.5124,106.5126,[],[],[],[],[],[],[],,106.5127,106.5128,-0.365104167,-0.300520833,0,0,0,,0,4,4,7,1,1,RL,delahe,print,delahe_p.png,,,
,,,,31651,001,2025-10-18_19h46.19.365,HW_LDT_1,2024.2.4,Win32,111.1111111,,,,,,,,,,,,,,,,,,,,106.5139,106.7126,106.7127,107.2138,,,,,,,,,,,,0.8498,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,107.2142,108.0645,,0,[-0.37552083333333336],[-0.29322916666666665],[1],[0],[0],[0.8497999999523245],"[""button_left_main""]",108.0647,110.0593,110.0593,110.0596,[],[],[],[],[],[],[],,110.0596,110.0598,-0.3734375,-0.293229167,0,0,0,,0,5,5,88,1,1,word,CAMERA,cursive,camera_c.png,,,
