counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,65.892,66.091,66.091,66.592,66.592,67.425,z,1,0.82,,[],[],[],[],[],[],[],0.82,1,67.426,67.924,0,5,5,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,67.926,68.125,68.125,68.625,68.625,69.209,m,1,0.563,,[],[],[],[],[],[],[],0.563,1,69.209,69.708,0,6,6,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,69.709,69.907,69.907,70.408,70.409,71.042,m,1,0.617,,[],[],[],[],[],[],[],0.617,1,71.042,71.542,0,7,7,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,71.542,71.742,71.742,72.241,72.242,72.842,m,1,0.592,,[],[],[],[],[],[],[],0.592,1,72.843,73.342,0,8,8,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,73.342,73.542,73.542,74.041,74.042,74.925,z,1,0.865,,[],[],[],[],[],[],[],0.865,1,74.925,75.425,0,9,9,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,75.426,75.624,75.624,76.125,76.126,76.725,m,1,0.58,,[],[],[],[],[],[],[],0.58,1,76.725,77.225,0,10,10,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,77.226,77.425,77.425,77.925,77.926,78.691,z,1,0.755,,[],[],[],[],[],[],[],0.755,1,78.691,79.192,0,11,11,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,79.193,79.391,79.391,79.891,79.892,80.459,m,1,0.556,,[],[],[],[],[],[],[],0.556,1,80.459,80.958,0,12,12,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,80.959,81.158,81.158,81.658,81.659,82.424,z,1,0.75,,[],[],[],[],[],[],[],0.75,1,82.424,82.925,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,82.926,83.124,83.124,83.624,83.625,84.174,z,1,0.531,,[],[],[],[],[],[],[],0.531,1,84.175,84.675,0,14,14,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,84.675,84.875,84.875,85.375,85.375,86.125,z,1,0.731,,[],[],[],[],[],[],[],0.731,1,86.125,86.625,0,15,15,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.631,98.992,space,12.325,,0.245919478,-0.21164309,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,99.007,99.192,99.192,99.691,,,,,,,,,,,,,,1.302,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,1,1,99.692,101.009,z,1,1.302,,[],[],[],[],[],[],[],101.009,103.008,103.009,105.725,[],[],[],[],[],[],[],z,2.701,,105.726,105.729,0.245919478,-0.21164309,0,0,0,,0,0,0,69,1,2,TL,resufal,cursive,resufal_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,105.73,105.925,105.925,106.424,,,,,,,,,,,,,,1.171,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,2,1,106.424,107.609,z,1,1.171,,[],[],[],[],[],[],[],107.609,109.608,109.608,110.661,[],[],[],[],[],[],[],m,1.047,,110.661,110.661,0.245919478,-0.21164309,0,0,0,,0,1,1,1,1,2,RL,caleberia,print,caleberia_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,110.662,110.858,110.858,111.358,,,,,,,,,,,,,,1.337,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,3,0,111.358,112.707,m,0,1.337,,[],[],[],[],[],[],[],112.707,114.707,114.708,114.708,[],[],[],[],[],[],[],,,,114.708,114.708,0.245919478,-0.21164309,0,0,0,,0,2,2,38,1,2,TL,atameur,cursive,atameur_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,114.709,114.907,114.907,115.408,,,,,,,,,,,,,,1.327,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,4,0,115.408,116.741,z,1,1.327,,[],[],[],[],[],[],[],116.742,118.741,118.741,118.742,[],[],[],[],[],[],[],,,,118.742,118.742,0.245919478,-0.21164309,0,0,0,,0,3,3,42,1,2,TL,bedise,cursive,bedise_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,118.742,118.941,118.941,119.441,,,,,,,,,,,,,,0.887,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,5,0,119.441,120.341,m,1,0.887,,[],[],[],[],[],[],[],120.342,122.341,122.341,122.342,[],[],[],[],[],[],[],,,,122.342,122.342,0.245919478,-0.21164309,0,0,0,,0,4,4,103,1,2,word,DISPUTE,cursive,dispute_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,122.342,122.542,122.542,123.041,,,,,,,,,,,,,,0.774,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,6,0,123.042,123.825,m,1,0.774,,[],[],[],[],[],[],[],123.825,125.824,125.825,125.825,[],[],[],[],[],[],[],,,,125.825,125.825,0.245919478,-0.21164309,0,0,0,,0,5,5,114,1,2,word,LOCATE,print,locate_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,125.826,126.024,126.024,126.525,,,,,,,,,,,,,,0.736,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,7,0,126.525,127.275,m,0,0.736,,[],[],[],[],[],[],[],127.275,129.275,129.275,129.275,[],[],[],[],[],[],[],,,,129.275,129.275,0.245919478,-0.21164309,0,0,0,,0,6,6,37,1,2,TL,adacemy,cursive,adacemy_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,129.276,129.475,129.475,129.974,,,,,,,,,,,,,,0.974,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,8,0,129.975,130.957,z,1,0.974,,[],[],[],[],[],[],[],130.958,132.958,132.958,132.958,[],[],[],[],[],[],[],,,,132.958,132.958,0.245919478,-0.21164309,0,0,0,,0,7,7,30,1,2,RL,selamor,print,selamor_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,132.959,133.158,133.158,133.657,,,,,,,,,,,,,,0.845,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,133.657,134.509,m,1,0.845,,[],[],[],[],[],[],[],134.509,136.507,136.507,136.508,[],[],[],[],[],[],[],,,,136.508,136.508,0.245919478,-0.21164309,0,0,0,,0,8,8,119,1,2,word,MEMORY,cursive,memory_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,136.508,136.708,136.708,137.208,,,,,,,,,,,,,,0.739,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,10,0,137.208,137.958,m,1,0.739,,[],[],[],[],[],[],[],137.958,139.958,139.958,139.958,[],[],[],[],[],[],[],,,,139.958,139.958,0.245919478,-0.21164309,0,0,0,,0,9,9,98,1,2,word,CRIMINAL,cursive,criminal_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,139.959,140.158,140.158,140.657,,,,,,,,,,,,,,0.845,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,11,0,140.657,141.508,z,1,0.845,,[],[],[],[],[],[],[],141.508,143.508,143.508,143.508,[],[],[],[],[],[],[],,,,143.508,143.508,0.245919478,-0.21164309,0,0,0,,0,10,10,32,1,2,RL,speniven,print,speniven_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,143.509,143.708,143.708,144.208,,,,,,,,,,,,,,0.653,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,12,0,144.208,144.874,m,1,0.653,,[],[],[],[],[],[],[],144.875,146.875,146.875,146.875,[],[],[],[],[],[],[],,,,146.875,146.875,0.245919478,-0.21164309,0,0,0,,0,11,11,88,1,2,word,CAMERA,print,camera_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,146.876,147.075,147.075,147.575,,,,,,,,,,,,,,1.128,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,13,0,147.575,148.707,z,0,1.128,,[],[],[],[],[],[],[],148.708,150.708,150.708,150.708,[],[],[],[],[],[],[],,,,150.708,150.708,0.245919478,-0.21164309,0,0,0,,0,12,12,85,1,2,word,BENEFIT,cursive,benefit_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,150.709,150.907,150.907,151.408,,,,,,,,,,,,,,1.409,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,14,1,151.408,152.824,m,1,1.409,,[],[],[],[],[],[],[],152.824,154.824,154.825,157.091,[],[],[],[],[],[],[],z,2.254,,157.091,157.091,0.245919478,-0.21164309,0,0,0,,0,13,13,121,1,2,word,MISTAKE,cursive,mistake_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,157.092,157.291,157.291,157.79,,,,,,,,,,,,,,0.74,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,15,0,157.791,158.541,m,1,0.74,,[],[],[],[],[],[],[],158.541,160.541,160.541,160.541,[],[],[],[],[],[],[],,,,160.542,160.542,0.245919478,-0.21164309,0,0,0,,0,14,14,140,1,2,word,RELATIVE,print,relative_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,160.542,160.741,160.741,161.241,,,,,,,,,,,,,,1.354,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,0,161.241,162.608,z,1,1.354,,[],[],[],[],[],[],[],162.608,164.608,164.608,164.608,[],[],[],[],[],[],[],,,,164.608,164.608,0.245919478,-0.21164309,0,0,0,,0,15,15,24,1,2,RL,rasibal,cursive,rasibal_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,164.609,164.808,164.808,165.308,,,,,,,,,,,,,,2.327,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,165.308,167.641,z,0,2.327,,[],[],[],[],[],[],[],167.641,169.641,169.641,169.642,[],[],[],[],[],[],[],,,,169.642,169.642,0.245919478,-0.21164309,0,0,0,,0,16,16,125,1,2,word,OPERATOR,cursive,operator_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,169.642,169.841,169.841,170.34,,,,,,,,,,,,,,1.625,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,18,0,170.34,171.974,m,0,1.625,,[],[],[],[],[],[],[],171.974,173.974,173.974,173.974,[],[],[],[],[],[],[],,,,173.974,173.975,0.245919478,-0.21164309,0,0,0,,0,17,17,8,1,2,RL,desifate,print,desifate_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,173.975,174.175,174.175,174.675,,,,,,,,,,,,,,0.771,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,19,0,174.675,175.458,m,1,0.771,,[],[],[],[],[],[],[],175.458,177.458,177.458,177.458,[],[],[],[],[],[],[],,,,177.458,177.458,0.245919478,-0.21164309,0,0,0,,0,18,18,94,1,2,word,CLINICAL,cursive,clinical_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,177.459,177.658,177.658,178.158,,,,,,,,,,,,,,0.854,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,20,0,178.158,179.024,m,1,0.854,,[],[],[],[],[],[],[],179.024,181.024,181.025,181.025,[],[],[],[],[],[],[],,,,181.025,181.025,0.245919478,-0.21164309,0,0,0,,0,19,19,100,1,2,word,DECADE,print,decade_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,181.025,181.224,181.224,181.724,,,,,,,,,,,,,,1.004,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,21,1,181.724,182.741,z,1,1.004,,[],[],[],[],[],[],[],182.741,184.741,184.741,186.124,[],[],[],[],[],[],[],m,1.376,,186.125,186.125,0.245919478,-0.21164309,0,0,0,,0,20,20,18,1,2,RL,mesibine,print,mesibine_p.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,186.125,186.324,186.324,186.824,,,,,,,,,,,,,,6.88,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,22,0,186.824,193.708,z,1,6.88,,[],[],[],[],[],[],[],193.708,195.708,195.708,195.708,[],[],[],[],[],[],[],,,,195.708,195.709,0.245919478,-0.21164309,0,0,0,,0,21,21,56,1,2,TL,marnigal,cursive,marnigal_c.png,,,,
,,,,32005,001,2025-10-18_17h16.56.755,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,195.71,195.908,195.908,196.408,,,,,,,,,,,,,,0.786,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,23,0,196.408,197.208,m,1,0.786,,[],[],[],[],[],[],[],197.208,199.208,199.208,199.208,[],[],[],[],[],[],[],,,,199.208,199.208,0.245919478,-0.21164309,0,0,0,,0,22,22,95,1,2,word,COMEDY,cursive,comedy_c.png,,,,
