counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,instr_done_touch.clicked_name,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,41.6274,41.8259,41.8259,42.325,42.326,42.9922,m,1,0.6477,,[],[],[],[],[],[],[],0.6477,1,42.9924,43.4917,0,5,5,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,43.4932,43.6925,43.6927,44.1925,44.1936,44.9592,z,1,0.7491,,[],[],[],[],[],[],[],0.7491,1,44.9593,45.4583,0,6,6,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,45.4599,45.6591,45.6592,46.1592,46.16,46.9421,z,1,0.7644,,[],[],[],[],[],[],[],0.7644,1,46.9422,47.4425,0,7,7,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,47.444,47.6424,47.6425,48.1425,48.1435,48.7757,m,1,0.6191,,[],[],[],[],[],[],[],0.6191,1,48.7759,49.2758,0,8,8,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,49.2773,49.4757,49.4758,49.9748,49.9757,50.7249,z,1,0.7288,,[],[],[],[],[],[],[],0.7288,1,50.7251,51.2248,0,9,9,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,51.2264,51.4248,51.4249,51.9248,51.9258,52.6091,m,1,0.6651,,[],[],[],[],[],[],[],0.6651,1,52.6093,53.1081,0,10,10,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,53.1095,53.3091,53.3092,53.809,53.8101,54.5415,m,1,0.7125,,[],[],[],[],[],[],[],0.7125,1,54.5416,55.0425,0,11,11,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,55.0439,55.2422,55.2423,55.7423,55.7433,56.4425,m,1,0.6786,,[],[],[],[],[],[],[],0.6786,1,56.4426,56.9423,0,12,12,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,56.9437,57.1423,57.1424,57.6414,57.6423,58.3757,z,1,0.7176,,[],[],[],[],[],[],[],0.7176,1,58.3758,58.8756,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,58.8769,59.0746,59.0747,59.5746,59.5758,60.6423,m,1,1.0499,,[],[],[],[],[],[],[],1.0499,1,60.6423,61.1422,0,14,14,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,61.1437,61.3412,61.3413,61.8413,61.8422,62.6256,m,1,0.7629,,[],[],[],[],[],[],[],0.7629,1,62.6259,63.1246,0,15,15,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1305,68.8916,,-0.02484018,-0.383403326,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,68.9055,69.092,69.0921,69.592,,,,,,,,,,,,,,1.9394,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,69.5936,71.5427,m,1,1.9394,,[],[],[],[],[],[],[],71.5432,73.5422,73.5424,73.5449,[],[],[],[],[],[],[],,73.545,73.5462,0.009185426,-0.253153904,0,0,0,,0,0,0,109,1,2,word,GRATEFUL,cursive,grateful_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,73.547,73.7419,73.7419,74.2411,,,,,,,,,,,,,,1.5649,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,74.2415,75.8087,z,1,1.5649,,[],[],[],[],[],[],[],75.8088,77.8086,77.8087,77.8089,[],[],[],[],[],[],[],,77.809,77.8092,0.009185426,-0.253153904,0,0,0,,0,1,1,45,1,2,TL,carnidal,cursive,carnidal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,77.8104,78.0078,78.0079,78.5077,,,,,,,,,,,,,,0.9037,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,3,0,78.5083,79.4246,z,1,0.9037,,[],[],[],[],[],[],[],79.4247,81.4251,81.4252,81.4255,[],[],[],[],[],[],[],,81.4256,81.4258,0.009185426,-0.253153904,0,0,0,,0,2,2,3,1,2,RL,capefory,print,capefory_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,81.427,81.6242,81.6242,82.1251,,,,,,,,,,,,,,0.7879,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,82.1258,82.9246,m,1,0.7879,,[],[],[],[],[],[],[],82.9247,84.9252,84.9252,84.9254,[],[],[],[],[],[],[],,84.9255,84.9256,0.009185426,-0.253153904,0,0,0,,0,3,3,95,1,2,word,COMEDY,cursive,comedy_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,84.9265,85.1242,85.1243,85.6252,,,,,,,,,,,,,,0.9983,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,5,0,85.6257,86.6252,z,0,0.9983,,[],[],[],[],[],[],[],86.6253,88.6241,88.6242,88.6245,[],[],[],[],[],[],[],,88.6246,88.6248,0.009185426,-0.253153904,0,0,0,,0,4,4,85,1,2,word,BENEFIT,cursive,benefit_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,88.626,88.825,88.8251,89.3249,,,,,,,,,,,,,,1.3031,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,89.3256,90.6418,z,0,1.3031,,[],[],[],[],[],[],[],90.6421,92.6417,92.6417,92.6422,[],[],[],[],[],[],[],,92.6424,92.6425,0.009185426,-0.253153904,0,0,0,,0,5,5,105,1,2,word,EDITOR,cursive,editor_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,92.6437,92.8407,92.8408,93.3415,,,,,,,,,,,,,,0.823,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,93.3421,94.1752,m,1,0.823,,[],[],[],[],[],[],[],94.1753,96.174,96.1741,96.1745,[],[],[],[],[],[],[],,96.1746,96.1747,0.009185426,-0.253153904,0,0,0,,0,6,6,108,1,2,word,FORTUNE,print,fortune_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,96.1759,96.3741,96.3741,96.874,,,,,,,,,,,,,,0.8714,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,0,96.8745,97.7576,z,1,0.8714,,[],[],[],[],[],[],[],97.7578,99.7582,99.7582,99.7585,[],[],[],[],[],[],[],,99.7586,99.7587,0.009185426,-0.253153904,0,0,0,,0,7,7,10,1,2,RL,disluge,cursive,disluge_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,99.76,99.9581,99.9582,100.4581,,,,,,,,,,,,,,0.6307,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,100.4588,101.0907,m,1,0.6307,,[],[],[],[],[],[],[],101.0908,103.0906,103.0906,103.0909,[],[],[],[],[],[],[],,103.091,103.0911,0.009185426,-0.253153904,0,0,0,,0,8,8,115,1,2,word,LOGICAL,print,logical_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,103.0924,103.2914,103.2914,103.7914,,,,,,,,,,,,,,0.6897,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,10,0,103.7921,104.4906,m,1,0.6897,,[],[],[],[],[],[],[],104.4907,106.4914,106.4914,106.4918,[],[],[],[],[],[],[],,106.492,106.4921,0.009185426,-0.253153904,0,0,0,,0,9,9,102,1,2,word,DENSITY,print,density_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,106.4936,106.6905,106.6905,107.1915,,,,,,,,,,,,,,1.272,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,0,107.192,108.4749,z,0,1.272,,[],[],[],[],[],[],[],108.4749,110.4746,110.4746,110.475,[],[],[],[],[],[],[],,110.475,110.4752,0.009185426,-0.253153904,0,0,0,,0,10,10,98,1,2,word,CRIMINAL,cursive,criminal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,110.4765,110.6746,110.6747,111.1746,,,,,,,,,,,,,,1.754,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,0,111.1753,112.9404,m,1,1.754,,[],[],[],[],[],[],[],112.9406,114.9413,114.9413,114.9416,[],[],[],[],[],[],[],,114.9416,114.9418,0.009185426,-0.253153904,0,0,0,,0,11,11,126,1,2,word,OPTIMAL,cursive,optimal_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,114.943,115.1412,115.1413,115.6412,,,,,,,,,,,,,,0.7044,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,13,0,115.6418,116.3579,m,0,0.7044,,[],[],[],[],[],[],[],116.358,118.3579,118.3579,118.3581,[],[],[],[],[],[],[],,118.3582,118.3584,0.009185426,-0.253153904,0,0,0,,0,12,12,64,1,2,TL,paficic,print,paficic_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,118.3597,118.5579,118.5579,119.0579,,,,,,,,,,,,,,2.3041,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,14,0,119.0584,121.3745,z,0,2.3041,,[],[],[],[],[],[],[],121.3746,123.3745,123.3746,123.3748,[],[],[],[],[],[],[],,123.3748,123.3749,0.009185426,-0.253153904,0,0,0,,0,13,13,120,1,2,word,MILITARY,cursive,military_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,123.3761,123.5745,123.5745,124.0744,,,,,,,,,,,,,,0.8738,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,124.0749,124.9578,z,1,0.8738,,[],[],[],[],[],[],[],124.9579,126.9576,126.9577,126.958,[],[],[],[],[],[],[],,126.9581,126.9582,0.009185426,-0.253153904,0,0,0,,0,14,14,49,1,2,TL,dedace,print,dedace_p.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,126.9594,127.1577,127.1578,127.6576,,,,,,,,,,,,,,1.4038,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,127.6584,129.0744,m,1,1.4038,,[],[],[],[],[],[],[],129.0746,131.0742,131.0742,131.0744,[],[],[],[],[],[],[],,131.0746,131.0747,0.009185426,-0.253153904,0,0,0,,0,15,15,124,1,2,word,NUMERICAL,cursive,numerical_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,131.076,131.2742,131.2743,131.7742,,,,,,,,,,,,,,1.8921,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,1,131.7748,133.674,z,1,1.8921,,[],[],[],[],[],[],[],133.6742,135.6742,135.6742,138.8075,[],[],[],[],[],[],[],z,138.8077,138.8078,0.009185426,-0.253153904,0,0,0,,0,16,16,69,1,2,TL,resufal,cursive,resufal_c.png,3.1217,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,138.809,139.0075,139.0075,139.5075,,,,,,,,,,,,,,1.9567,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,18,0,139.508,141.4741,m,0,1.9567,,[],[],[],[],[],[],[],141.4742,143.4741,143.4742,143.4743,[],[],[],[],[],[],[],,143.4744,143.4746,0.009185426,-0.253153904,0,0,0,,0,17,17,68,1,2,TL,quatily,cursive,quatily_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,143.4757,143.674,143.674,144.174,,,,,,,,,,,,,,2.18,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,144.1745,146.3574,m,1,2.18,,[],[],[],[],[],[],[],146.3575,148.3573,148.3573,148.3575,[],[],[],[],[],[],[],,148.3577,148.3578,0.009185426,-0.253153904,0,0,0,,0,18,18,117,1,2,word,MARINE,cursive,marine_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,148.3591,148.5573,148.5573,149.0572,,,,,,,,,,,,,,1.904,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,149.0578,150.9741,z,1,1.904,,[],[],[],[],[],[],[],150.9742,152.9738,152.9739,152.9742,[],[],[],[],[],[],[],,152.9743,152.9744,0.009185426,-0.253153904,0,0,0,,0,19,19,52,1,2,TL,elarobate,cursive,elarobate_c.png,,,,,,
,,,,32192,001,2025-10-16_15h13.05.193,HW_LDT_1,2024.2.4,MacIntel,57.14285714,,,,,,,,,,,,,,,,,,,,,,152.9756,153.1738,153.1739,153.6738,,,,,,,,,,,,,,1.4708,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,21,0,153.6743,155.1572,z,1,1.4708,,[],[],[],[],[],[],[],155.1573,157.1571,157.1572,157.1575,[],[],[],[],[],[],[],,157.1575,157.1577,0.009185426,-0.253153904,0,0,0,,0,20,20,42,1,2,TL,bedise,cursive,bedise_c.png,,,,,,
