counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,125.749,125.948,125.948,126.448,,,,,,,,,,,,,,0.621,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,0,126.448,127.081,m,1,0.621,,[],[],[],[],[],[],[],127.081,129.081,129.081,129.082,[],[],[],[],[],[],[],,129.082,129.082,-0.010881393,-0.396626768,0,0,0,,0,11,11,88,1,4,word,CAMERA,print,camera_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,129.082,129.281,129.281,129.781,,,,,,,,,,,,,,0.545,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,129.782,130.335,m,1,0.545,,[],[],[],[],[],[],[],130.335,132.331,132.331,132.331,[],[],[],[],[],[],[],,132.331,132.331,-0.010881393,-0.396626768,0,0,0,,0,12,12,122,1,4,word,MOBILE,print,mobile_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,132.332,132.531,132.531,133.031,,,,,,,,,,,,,,0.932,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,14,0,133.032,133.964,z,1,0.932,,[],[],[],[],[],[],[],133.964,135.964,135.965,135.965,[],[],[],[],[],[],[],,135.965,135.965,-0.010881393,-0.396626768,0,0,0,,0,13,13,45,1,4,RL,spetisic,cursive,spetisic_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,135.966,136.165,136.165,136.664,,,,,,,,,,,,,,0.56,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,0,136.665,137.234,m,1,0.56,,[],[],[],[],[],[],[],137.234,139.231,139.231,139.231,[],[],[],[],[],[],[],,139.231,139.231,-0.010881393,-0.396626768,0,0,0,,0,14,14,131,1,4,word,POPULAR,print,popular_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,139.232,139.431,139.431,139.931,,,,,,,,,,,,,,0.653,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,0,139.931,140.598,z,1,0.653,,[],[],[],[],[],[],[],140.598,142.598,142.598,142.598,[],[],[],[],[],[],[],,142.598,142.598,-0.010881393,-0.396626768,0,0,0,,0,15,15,38,1,4,RL,refakive,print,refakive_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,142.599,142.798,142.798,143.298,,,,,,,,,,,,,,1.587,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,17,0,143.298,144.898,z,1,1.587,,[],[],[],[],[],[],[],144.898,146.898,146.898,146.898,[],[],[],[],[],[],[],,146.898,146.898,-0.010881393,-0.396626768,0,0,0,,0,16,16,13,1,4,RL,crisival,cursive,crisival_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,146.899,147.098,147.098,147.598,,,,,,,,,,,,,,0.527,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,1,147.598,148.135,m,1,0.527,,[],[],[],[],[],[],[],148.135,150.131,150.131,151.585,[],[],[],[],[],[],[],m,151.585,151.585,-0.010881393,-0.396626768,0,0,0,,0,17,17,107,1,4,word,EVIDENT,print,evident_p.png,1.445,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,151.586,151.781,151.781,152.281,,,,,,,,,,,,,,0.77,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,152.282,153.065,m,1,0.77,,[],[],[],[],[],[],[],153.065,155.065,155.065,155.065,[],[],[],[],[],[],[],,155.065,155.065,-0.010881393,-0.396626768,0,0,0,,0,18,18,123,1,4,word,MODERATE,print,moderate_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,155.066,155.265,155.265,155.764,,,,,,,,,,,,,,1.17,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,155.765,156.948,m,0,1.17,,[],[],[],[],[],[],[],156.948,158.948,158.948,158.948,[],[],[],[],[],[],[],,158.948,158.948,-0.010881393,-0.396626768,0,0,0,,0,19,19,58,1,4,TL,edivent,print,edivent_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,158.949,159.148,159.148,159.648,,,,,,,,,,,,,,1.26,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,21,1,159.648,160.915,z,1,1.26,,[],[],[],[],[],[],[],160.915,162.915,162.915,163.848,[],[],[],[],[],[],[],z,163.848,163.849,-0.010881393,-0.396626768,0,0,0,,0,20,20,17,1,4,RL,denficy,cursive,denficy_c.png,0.927,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,163.849,164.048,164.048,164.548,,,,,,,,,,,,,,0.695,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,1,164.548,165.251,m,1,0.695,,[],[],[],[],[],[],[],165.251,167.247,167.247,168.318,[],[],[],[],[],[],[],m,168.318,168.318,-0.010881393,-0.396626768,0,0,0,,0,21,21,90,1,4,word,CAPITAL,print,capital_p.png,1.062,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,168.319,168.515,168.515,169.015,,,,,,,,,,,,,,0.904,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,23,0,169.015,169.931,z,1,0.904,,[],[],[],[],[],[],[],169.931,171.931,171.931,171.932,[],[],[],[],[],[],[],,171.932,171.932,-0.010881393,-0.396626768,0,0,0,,0,22,22,57,1,4,TL,etidor,print,etidor_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,171.932,172.131,172.131,172.631,,,,,,,,,,,,,,1.304,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,24,0,172.631,173.948,m,1,1.304,,[],[],[],[],[],[],[],173.948,175.948,175.948,175.948,[],[],[],[],[],[],[],,175.948,175.949,-0.010881393,-0.396626768,0,0,0,,0,23,23,89,1,4,word,CAPACITY,cursive,capacity_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,175.95,176.147,176.147,176.648,,,,,,,,,,,,,,0.986,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,25,0,176.648,177.647,z,1,0.986,,[],[],[],[],[],[],[],177.647,179.648,179.648,179.648,[],[],[],[],[],[],[],,179.648,179.648,-0.010881393,-0.396626768,0,0,0,,0,24,24,79,1,4,TL,tritube,print,tritube_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,179.649,179.848,179.848,180.348,,,,,,,,,,,,,,1.136,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,26,0,180.348,181.498,m,1,1.136,,[],[],[],[],[],[],[],181.498,183.498,183.498,183.498,[],[],[],[],[],[],[],,183.498,183.498,-0.010881393,-0.396626768,0,0,0,,0,25,25,85,1,4,word,BENEFIT,cursive,benefit_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,183.499,183.698,183.698,184.198,,,,,,,,,,,,,,0.907,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,27,0,184.198,185.115,m,1,0.907,,[],[],[],[],[],[],[],185.115,187.114,187.115,187.115,[],[],[],[],[],[],[],,187.115,187.115,-0.010881393,-0.396626768,0,0,0,,0,26,26,101,1,4,word,DELICATE,cursive,delicate_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,187.116,187.314,187.314,187.814,,,,,,,,,,,,,,0.828,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,28,0,187.815,188.652,m,1,0.828,,[],[],[],[],[],[],[],188.653,190.648,190.648,190.648,[],[],[],[],[],[],[],,190.649,190.649,-0.010881393,-0.396626768,0,0,0,,0,27,27,137,1,4,word,RAPIDLY,cursive,rapidly_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,190.65,190.847,190.847,191.348,,,,,,,,,,,,,,0.772,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,29,0,191.348,192.131,m,0,0.772,,[],[],[],[],[],[],[],192.131,194.131,194.131,194.131,[],[],[],[],[],[],[],,194.131,194.132,-0.010881393,-0.396626768,0,0,0,,0,28,28,70,1,4,TL,quatily,print,quatily_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,194.132,194.331,194.331,194.831,,,,,,,,,,,,,,0.677,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,30,1,194.831,195.518,m,1,0.677,,[],[],[],[],[],[],[],195.518,197.514,197.515,199.048,[],[],[],[],[],[],[],m,199.048,199.048,-0.010881393,-0.396626768,0,0,0,,0,29,29,109,1,4,word,GRATEFUL,print,grateful_p.png,1.52,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,199.049,199.248,199.248,199.747,,,,,,,,,,,,,,1.461,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,31,0,199.748,201.215,z,1,1.461,,[],[],[],[],[],[],[],201.215,203.215,203.215,203.215,[],[],[],[],[],[],[],,203.215,203.215,-0.010881393,-0.396626768,0,0,0,,0,30,30,30,1,4,RL,nunewical,cursive,nunewical_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,203.216,203.414,203.415,203.914,,,,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,32,0,203.915,204.552,m,1,0.628,,[],[],[],[],[],[],[],204.552,206.548,206.548,206.548,[],[],[],[],[],[],[],,206.548,206.549,-0.010881393,-0.396626768,0,0,0,,0,31,31,136,1,4,word,RADICAL,print,radical_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,206.55,206.748,206.748,207.248,,,,,,,,,,,,,,1.258,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,33,0,207.248,208.514,z,1,1.258,,[],[],[],[],[],[],[],208.514,210.514,210.514,210.515,[],[],[],[],[],[],[],,210.515,210.515,-0.010881393,-0.396626768,0,0,0,,0,32,32,3,1,4,RL,bewoted,print,bewoted_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,210.516,210.714,210.714,211.214,,,,,,,,,,,,,,1.675,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,34,0,211.215,212.897,m,1,1.675,,[],[],[],[],[],[],[],212.897,214.898,214.898,214.898,[],[],[],[],[],[],[],,214.898,214.899,-0.010881393,-0.396626768,0,0,0,,0,33,33,124,1,4,word,NUMERICAL,cursive,numerical_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,214.9,215.098,215.098,215.598,,,,,,,,,,,,,,0.895,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,35,0,215.598,216.498,z,1,0.895,,[],[],[],[],[],[],[],216.498,218.498,218.498,218.498,[],[],[],[],[],[],[],,218.498,218.498,-0.010881393,-0.396626768,0,0,0,,0,34,34,50,1,4,RL,vecelan,cursive,vecelan_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,218.499,218.698,218.698,219.197,,,,,,,,,,,,,,1.603,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,36,0,219.198,220.814,z,1,1.603,,[],[],[],[],[],[],[],220.814,222.814,222.815,222.815,[],[],[],[],[],[],[],,222.815,222.815,-0.010881393,-0.396626768,0,0,0,,0,35,35,33,1,4,RL,pamest,cursive,pamest_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,222.816,223.014,223.014,223.514,,,,,,,,,,,,,,0.703,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,37,0,223.515,224.231,m,0,0.703,,[],[],[],[],[],[],[],224.231,226.231,226.231,226.231,[],[],[],[],[],[],[],,226.231,226.231,-0.010881393,-0.396626768,0,0,0,,0,36,36,73,1,4,TL,regilion,print,regilion_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,226.232,226.431,226.431,226.931,,,,,,,,,,,,,,0.772,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,38,0,226.931,227.715,m,1,0.772,,[],[],[],[],[],[],[],227.715,229.714,229.714,229.715,[],[],[],[],[],[],[],,229.715,229.715,-0.010881393,-0.396626768,0,0,0,,0,37,37,84,1,4,word,BELOVED,print,beloved_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,229.716,229.914,229.914,230.414,,,,,,,,,,,,,,1.436,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,39,0,230.415,231.864,m,1,1.436,,[],[],[],[],[],[],[],231.864,233.864,233.864,233.864,[],[],[],[],[],[],[],,233.864,233.864,-0.010881393,-0.396626768,0,0,0,,0,38,38,156,1,4,word,TRIBUTE,print,tribute_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,233.865,234.063,234.063,234.564,,,,,,,,,,,,,,2.77,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,40,1,234.564,237.348,m,0,2.77,,[],[],[],[],[],[],[],237.348,239.348,239.348,240.348,[],[],[],[],[],[],[],z,240.348,240.348,-0.010881393,-0.396626768,0,0,0,,0,39,39,37,1,4,RL,renutal,cursive,renutal_c.png,0.987,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,240.349,240.548,240.548,241.047,,,,,,,,,,,,,,0.942,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,41,0,241.047,241.998,z,1,0.942,,[],[],[],[],[],[],[],241.998,243.997,243.998,243.998,[],[],[],[],[],[],[],,243.998,243.998,-0.010881393,-0.396626768,0,0,0,,0,40,40,11,1,4,RL,clisimal,print,clisimal_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,243.999,244.198,244.198,244.697,,,,,,,,,,,,,,1.587,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,42,0,244.697,246.298,z,1,1.587,,[],[],[],[],[],[],[],246.298,248.298,248.298,248.298,[],[],[],[],[],[],[],,248.298,248.298,-0.010881393,-0.396626768,0,0,0,,0,41,41,46,1,4,RL,skofen,cursive,skofen_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,248.299,248.498,248.498,248.998,,,,,,,,,,,,,,1.342,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,43,0,248.998,250.348,m,1,1.342,,[],[],[],[],[],[],[],250.348,252.347,252.347,252.348,[],[],[],[],[],[],[],,252.348,252.348,-0.010881393,-0.396626768,0,0,0,,0,42,42,106,1,4,word,ELABORATE,cursive,elaborate_c.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,252.348,252.548,252.548,253.047,,,,,,,,,,,,,,0.73,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,44,0,253.048,253.781,z,1,0.73,,[],[],[],[],[],[],[],253.781,255.781,255.781,255.781,[],[],[],[],[],[],[],,255.781,255.781,-0.010881393,-0.396626768,0,0,0,,0,43,43,9,1,4,RL,cafigal,print,cafigal_p.png,,,,,,
,,,,32187,001,2025-11-16_13h02.06.802,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,255.782,255.981,255.981,256.481,,,,,,,,,,,,,,0.508,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,45,0,256.481,256.997,m,1,0.508,,[],[],[],[],[],[],[],256.998,258.998,258.998,258.998,[],[],[],[],[],[],[],,258.998,258.998,-0.010881393,-0.396626768,0,0,0,,0,44,44,147,1,4,word,ROMANTIC,print,romantic_p.png,,,,,,
