counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,834.36,834.559,834.559,835.059,,,,,,,,,,,,,,2.553,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,133,0,835.059,837.615,z,0,2.553,,[],[],[],[],[],[],[],837.615,839.609,839.609,839.609,[],[],[],[],[],[],[],,839.609,839.609,-0.833562586,0.501375516,0,0,0,,0,132,132,139,1,4,word,REGULAR,cursive,regular_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,839.61,839.809,839.809,840.309,,,,,,,,,,,,,,6.385,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,134,0,840.309,846.697,m,1,6.385,,[],[],[],[],[],[],[],846.697,848.692,848.692,848.693,[],[],[],[],[],[],[],,848.693,848.693,-0.833562586,0.501375516,0,0,0,,0,133,133,104,1,4,word,DOMINANT,cursive,dominant_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,848.694,848.892,848.892,849.392,,,,,,,,,,,,,,3.619,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,135,0,849.393,853.014,m,1,3.619,,[],[],[],[],[],[],[],853.014,855.009,855.009,855.01,[],[],[],[],[],[],[],,855.01,855.01,-0.833562586,0.501375516,0,0,0,,0,134,134,116,1,4,word,MARGINAL,cursive,marginal_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,855.011,855.209,855.209,855.709,,,,,,,,,,,,,,1.152,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,136,0,855.709,856.864,z,1,1.152,,[],[],[],[],[],[],[],856.864,858.859,858.859,858.859,[],[],[],[],[],[],[],,858.859,858.859,-0.833562586,0.501375516,0,0,0,,0,135,135,75,1,4,TL,sanile,print,sanile_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,858.86,859.059,859.059,859.559,,,,,,,,,,,,,,2.019,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,137,0,859.56,861.581,z,1,2.019,,[],[],[],[],[],[],[],861.581,863.576,863.576,863.576,[],[],[],[],[],[],[],,863.576,863.576,-0.833562586,0.501375516,0,0,0,,0,136,136,17,1,4,RL,denficy,cursive,denficy_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,863.577,863.776,863.776,864.276,,,,,,,,,,,,,,1.069,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,138,0,864.276,865.347,m,1,1.069,,[],[],[],[],[],[],[],865.347,867.343,867.343,867.343,[],[],[],[],[],[],[],,867.343,867.343,-0.833562586,0.501375516,0,0,0,,0,137,137,157,1,4,word,VALIDITY,print,validity_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,867.344,867.543,867.543,868.043,,,,,,,,,,,,,,0.987,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,139,0,868.043,869.032,z,1,0.987,,[],[],[],[],[],[],[],869.032,871.026,871.026,871.027,[],[],[],[],[],[],[],,871.027,871.027,-0.833562586,0.501375516,0,0,0,,0,138,138,46,1,4,RL,skofen,cursive,skofen_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,871.028,871.226,871.226,871.726,,,,,,,,,,,,,,0.835,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,140,0,871.726,872.564,z,1,0.835,,[],[],[],[],[],[],[],872.564,874.559,874.56,874.56,[],[],[],[],[],[],[],,874.56,874.56,-0.833562586,0.501375516,0,0,0,,0,139,139,32,1,4,RL,patisic,cursive,patisic_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,874.561,874.76,874.76,875.259,,,,,,,,,,,,,,1.003,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,141,0,875.26,876.265,m,1,1.003,,[],[],[],[],[],[],[],876.265,878.259,878.26,878.26,[],[],[],[],[],[],[],,878.26,878.26,-0.833562586,0.501375516,0,0,0,,0,140,140,105,1,4,word,EDITOR,print,editor_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,878.261,878.459,878.459,878.959,,,,,,,,,,,,,,1.22,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,142,0,878.96,880.182,z,1,1.22,,[],[],[],[],[],[],[],880.182,882.176,882.176,882.176,[],[],[],[],[],[],[],,882.176,882.177,-0.833562586,0.501375516,0,0,0,,0,141,141,52,1,4,TL,cagetory,cursive,cagetory_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,882.177,882.376,882.376,882.877,,,,,,,,,,,,,,2.168,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,143,1,882.878,885.048,z,0,2.168,,[],[],[],[],[],[],[],885.048,887.043,887.043,888.382,[],[],[],[],[],[],[],z,888.382,888.382,-0.833562586,0.501375516,0,0,0,,0,142,142,106,1,4,word,ELABORATE,cursive,elaborate_c.png,1.336,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,888.382,888.576,888.576,889.076,,,,,,,,,,,,,,1.569,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,144,0,889.077,890.648,z,1,1.569,,[],[],[],[],[],[],[],890.648,892.643,892.643,892.643,[],[],[],[],[],[],[],,892.643,892.643,-0.833562586,0.501375516,0,0,0,,0,143,143,73,1,4,TL,regilion,print,regilion_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,892.644,892.843,892.843,893.343,,,,,,,,,,,,,,1.504,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,145,0,893.344,894.85,z,1,1.504,,[],[],[],[],[],[],[],894.85,896.843,896.843,896.843,[],[],[],[],[],[],[],,896.843,896.844,-0.833562586,0.501375516,0,0,0,,0,144,144,56,1,4,TL,donimant,cursive,donimant_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,896.844,897.043,897.043,897.543,,,,,,,,,,,,,,7.787,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,146,0,897.543,905.334,m,1,7.787,,[],[],[],[],[],[],[],905.334,907.327,907.327,907.327,[],[],[],[],[],[],[],,907.328,907.328,-0.833562586,0.501375516,0,0,0,,0,145,145,152,1,4,word,SPECIMEN,cursive,specimen_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,907.329,907.527,907.527,908.027,,,,,,,,,,,,,,2.385,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,147,0,908.027,910.415,z,1,2.385,,[],[],[],[],[],[],[],910.415,912.41,912.41,912.41,[],[],[],[],[],[],[],,912.41,912.41,-0.833562586,0.501375516,0,0,0,,0,146,146,20,1,4,RL,gralekul,print,gralekul_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,912.411,912.61,912.61,913.11,,,,,,,,,,,,,,2.269,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,148,0,913.111,915.382,z,1,2.269,,[],[],[],[],[],[],[],915.382,917.377,917.377,917.377,[],[],[],[],[],[],[],,917.377,917.377,-0.784044017,0.110729023,0,0,0,,0,147,147,15,1,4,RL,debave,cursive,debave_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,917.379,917.577,917.577,918.077,,,,,,,,,,,,,,0.753,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,149,0,918.077,918.834,z,1,0.753,,[],[],[],[],[],[],[],918.834,920.827,920.827,920.828,[],[],[],[],[],[],[],,920.828,920.828,-0.833562586,0.501375516,0,0,0,,0,148,148,5,1,4,RL,bebine,print,bebine_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,920.829,921.027,921.027,921.527,,,,,,,,,,,,,,0.871,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,150,0,921.527,922.4,z,1,0.871,,[],[],[],[],[],[],[],922.4,924.394,924.394,924.394,[],[],[],[],[],[],[],,924.394,924.394,-0.833562586,0.501375516,0,0,0,,0,149,149,21,1,4,RL,insibate,print,insibate_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,924.394,924.594,924.594,925.094,,,,,,,,,,,,,,0.802,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,151,0,925.094,925.898,z,0,0.802,,[],[],[],[],[],[],[],925.899,927.894,927.894,927.894,[],[],[],[],[],[],[],,927.894,927.894,-0.833562586,0.501375516,0,0,0,,0,150,150,138,1,4,word,REFUSAL,cursive,refusal_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,927.895,928.094,928.094,928.594,,,,,,,,,,,,,,0.885,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,152,1,928.594,929.482,z,0,0.885,,[],[],[],[],[],[],[],929.482,931.477,931.477,932.337,[],[],[],[],[],[],[],z,932.337,932.337,-0.788170564,0.118982118,0,0,0,,0,151,151,92,1,4,word,CATEGORY,cursive,category_c.png,0.857,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,932.338,932.527,932.527,933.027,,,,,,,,,,,,,,3.17,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,153,0,933.027,936.2,m,0,3.17,,[],[],[],[],[],[],[],936.2,938.194,938.194,938.194,[],[],[],[],[],[],[],,938.194,938.194,-0.788170564,0.12173315,0,0,0,,0,152,152,23,1,4,RL,linefal,cursive,linefal_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,938.195,938.394,938.394,938.894,,,,,,,,,,,,,,3.519,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,154,1,938.895,942.417,m,1,3.519,,[],[],[],[],[],[],[],942.417,944.411,944.411,945.4,[],[],[],[],[],[],[],z,945.4,945.4,-0.788170564,0.123108666,0,0,0,,0,153,153,151,1,4,word,SPECIFIC,cursive,specific_c.png,0.987,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,945.401,945.594,945.594,946.094,,,,,,,,,,,,,,2.669,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,155,0,946.095,948.766,m,1,2.669,,[],[],[],[],[],[],[],948.766,950.761,950.761,950.761,[],[],[],[],[],[],[],,950.761,950.761,-0.78954608,0.124484182,0,0,0,,0,154,154,89,1,4,word,CAPACITY,cursive,capacity_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,950.762,950.961,950.961,951.461,,,,,,,,,,,,,,1.57,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,156,0,951.461,953.034,z,1,1.57,,[],[],[],[],[],[],[],953.034,955.029,955.029,955.029,[],[],[],[],[],[],[],,955.029,955.03,-0.78954608,0.125859697,0,0,0,,0,155,155,68,1,4,TL,prosopal,print,prosopal_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,955.031,955.228,955.228,955.728,,,,,,,,,,,,,,1.671,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,157,0,955.728,957.401,z,1,1.671,,[],[],[],[],[],[],[],957.401,959.394,959.394,959.395,[],[],[],[],[],[],[],,959.395,959.395,-0.78954608,0.128610729,0,0,0,,0,156,156,71,1,4,TL,racidal,print,racidal_p.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,959.396,959.594,959.594,960.094,,,,,,,,,,,,,,1.103,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,158,0,960.095,961.201,z,0,1.103,,[],[],[],[],[],[],[],961.201,963.195,963.195,963.195,[],[],[],[],[],[],[],,963.195,963.195,-0.78954608,0.129986245,0,0,0,,0,157,157,130,1,4,word,POLICY,cursive,policy_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,963.196,963.395,963.395,963.894,,,,,,,,,,,,,,2.67,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,159,0,963.895,966.567,z,1,2.67,,[],[],[],[],[],[],[],966.567,968.561,968.561,968.561,[],[],[],[],[],[],[],,968.561,968.562,-0.78954608,0.128610729,0,0,0,,0,158,158,55,1,4,TL,corevage,cursive,corevage_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,968.562,968.761,968.761,969.261,,,,,,,,,,,,,,1.785,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,160,0,969.262,971.05,m,1,1.785,,[],[],[],[],[],[],[],971.05,973.045,973.045,973.045,[],[],[],[],[],[],[],,973.045,973.045,-0.833562586,0.501375516,0,0,0,,0,159,159,112,1,4,word,LIBERAL,cursive,liberal_c.png,,,,,,
,,,,31855,001,2025-10-16_10h29.00.376,HW_LDT_1,2024.2.4,MacIntel,52.63157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973.046,978.045
