counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,786.611,786.8003,786.8003,787.2972,,,,,,,,,,,,1.4264,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,139,0,787.2977,788.7341,m,1,1.4264,,[],[],[],[],[],[],[],788.7342,790.7339,790.734,790.7343,[],[],[],[],[],[],[],,790.7343,790.7344,0.015698785,-0.393919271,0,0,1,,0,138,138,135,1,1,word,QUALITY,cursive,quality_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,790.7453,790.9306,790.9307,791.4307,,,,,,,,,,,,0.7431,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,140,0,791.4316,792.1844,m,1,0.7431,,[],[],[],[],[],[],[],792.1846,794.1818,794.1819,794.1821,[],[],[],[],[],[],[],,794.1822,794.1823,0.015698785,-0.393919271,0,0,1,,0,139,139,123,1,1,word,MODERATE,print,moderate_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,794.1839,794.3821,794.3821,794.8817,,,,,,,,,,,,1.7116,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,141,1,794.8823,796.5989,z,1,1.7116,,[],[],[],[],[],[],[],796.599,798.5988,798.5989,800.0833,[],[],[],[],[],[],[],z,800.0834,800.0836,0.015698785,-0.393919271,0,0,1,,0,140,140,36,1,1,RL,speniven,cursive,speniven_c.png,1.4737,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,800.0948,800.2821,800.2822,800.7807,,,,,,,,,,,,1.4817,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,142,0,800.7814,802.2672,m,1,1.4817,,[],[],[],[],[],[],[],802.2672,804.2648,804.2649,804.2652,[],[],[],[],[],[],[],,804.2652,804.2654,0.015698785,-0.393919271,0,0,1,,0,141,141,124,1,1,word,NUMERICAL,print,numerical_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,804.276,804.4669,804.4669,804.9642,,,,,,,,,,,,0.8324,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,143,0,804.9647,805.7982,m,1,0.8324,,[],[],[],[],[],[],[],805.7983,807.7985,807.7986,807.7989,[],[],[],[],[],[],[],,807.7989,807.7991,0.015698785,-0.393919271,0,0,1,,0,142,142,136,1,1,word,RADICAL,print,radical_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,807.8097,807.9971,807.9971,808.5007,,,,,,,,,,,,1.2078,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,144,0,808.5013,809.7151,m,1,1.2078,,[],[],[],[],[],[],[],809.7152,811.7161,811.7162,811.7183,[],[],[],[],[],[],[],,811.7184,811.7184,0.017695313,-0.402083333,0,0,1,,0,143,143,122,1,1,word,MOBILE,cursive,mobile_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,811.7285,811.9142,811.9143,812.4155,,,,,,,,,,,,1.3899,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,145,0,812.4162,813.8173,z,1,1.3899,,[],[],[],[],[],[],[],813.8174,815.8152,815.8152,815.8155,[],[],[],[],[],[],[],,815.8155,815.8156,0.017695313,-0.402083333,0,0,1,,0,144,144,15,1,1,RL,losipal,cursive,losipal_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,815.8263,816.0163,816.0163,816.5138,,,,,,,,,,,,4.5744,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,146,0,816.5146,821.0983,m,0,4.5744,,[],[],[],[],[],[],[],821.0984,823.0993,823.0993,823.0996,[],[],[],[],[],[],[],,823.0996,823.0997,0.017695313,-0.402083333,0,0,1,,0,145,145,65,1,1,TL,orinigal,cursive,orinigal_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,823.1105,823.2971,823.2972,823.7988,,,,,,,,,,,,1.8401,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,147,0,823.7995,825.6514,z,1,1.8401,,[],[],[],[],[],[],[],825.6516,827.6494,827.6495,827.6497,[],[],[],[],[],[],[],,827.6497,827.6498,0.017695313,-0.402083333,0,0,1,,0,146,146,16,1,1,RL,marmipal,print,marmipal_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,827.6614,827.8494,827.8495,828.3492,,,,,,,,,,,,0.91,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,148,0,828.3499,829.264,m,1,0.91,,[],[],[],[],[],[],[],829.264,831.2644,831.2644,831.2646,[],[],[],[],[],[],[],,831.2647,831.2648,0.017695313,-0.402083333,0,0,1,,0,147,147,120,1,1,word,MILITARY,print,military_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,831.2664,831.4643,831.4643,831.9639,,,,,,,,,,,,2.8599,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,149,1,831.9645,834.8345,z,1,2.8599,,[],[],[],[],[],[],[],834.8347,836.8321,836.8321,838.2478,[],[],[],[],[],[],[],m,838.2479,838.248,0.017695313,-0.402083333,0,0,1,,0,148,148,62,1,1,TL,mitilary,print,mitilary_p.png,1.4092,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,838.2585,838.4481,838.4482,838.9482,,,,,,,,,,,,1.8978,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,150,0,838.9488,840.8492,z,1,1.8978,,[],[],[],[],[],[],[],840.8494,842.8476,842.8477,842.848,[],[],[],[],[],[],[],,842.848,842.8481,0.017695313,-0.402083333,0,0,1,,0,149,149,9,1,1,RL,docirant,cursive,docirant_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,842.8589,843.0491,843.0491,843.5485,,,,,,,,,,,,0.8981,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,151,1,843.5492,844.4495,m,1,0.8981,,[],[],[],[],[],[],[],844.4495,846.451,846.4511,850.9979,[],[],[],[],[],[],[],z,850.9981,850.9982,0.017695313,-0.402083333,0,0,1,,0,150,150,145,1,1,word,RESUME,print,resume_p.png,4.5395,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,851.0094,851.2003,851.2004,851.6999,,,,,,,,,,,,1.1281,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,152,0,851.7008,852.8347,m,1,1.1281,,[],[],[],[],[],[],[],852.8349,854.8313,854.8315,854.8317,[],[],[],[],[],[],[],,854.8318,854.8319,0.017695313,-0.402083333,0,0,1,,0,151,151,141,1,1,word,RELIGION,cursive,religion_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,854.8334,855.0347,855.0347,855.5338,,,,,,,,,,,,1.756,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,153,0,855.5344,857.3007,z,1,1.756,,[],[],[],[],[],[],[],857.3008,859.2999,859.3,859.3003,[],[],[],[],[],[],[],,859.3003,859.3005,0.017695313,-0.402083333,0,0,1,,0,152,152,76,1,1,TL,stragety,cursive,stragety_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,859.311,859.4979,859.4979,859.9992,,,,,,,,,,,,0.9905,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,154,0,860,860.998,z,1,0.9905,,[],[],[],[],[],[],[],860.9981,862.9999,862.9999,863.0002,[],[],[],[],[],[],[],,863.0003,863.0003,0.017695313,-0.402083333,0,0,1,,0,153,153,7,1,1,RL,delahe,print,delahe_p.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,863.0021,863.2004,863.2004,863.699,,,,,,,,,,,,0.6913,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,155,1,863.6996,864.3981,m,1,0.6913,,[],[],[],[],[],[],[],864.3981,866.399,866.3991,867.7178,[],[],[],[],[],[],[],m,867.7179,867.718,0.017695313,-0.402083333,0,0,1,,0,154,154,109,1,1,word,GRATEFUL,print,grateful_p.png,1.3083,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,867.7289,867.9179,867.9179,868.4152,,,,,,,,,,,,1.2908,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,156,0,868.416,869.7148,m,1,1.2908,,[],[],[],[],[],[],[],869.7148,871.7146,871.7147,871.7149,[],[],[],[],[],[],[],,871.715,871.7151,0.017695313,-0.402083333,0,0,1,,0,155,155,130,1,1,word,POLICY,cursive,policy_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,871.7265,871.9172,871.9173,872.4181,,,,,,,,,,,,1.0422,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,157,1,872.419,873.4658,z,1,1.0422,,[],[],[],[],[],[],[],873.4658,875.4646,875.4647,876.9987,[],[],[],[],[],[],[],z,876.9988,876.9989,0.017695313,-0.402083333,0,0,1,,0,156,156,26,1,1,RL,quafidy,cursive,quafidy_c.png,1.5317,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,877.009,877.2011,877.2011,877.7007,,,,,,,,,,,,1.3774,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,158,0,877.7014,879.082,z,0,1.3774,,[],[],[],[],[],[],[],879.0821,881.082,881.082,881.0823,[],[],[],[],[],[],[],,881.0824,881.0825,0.017695313,-0.402083333,0,0,1,,0,157,157,149,1,1,word,SENATOR,cursive,senator_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,881.0929,881.281,881.281,881.7831,,,,,,,,,,,,1.1554,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,159,0,881.7839,882.9488,z,1,1.1554,,[],[],[],[],[],[],[],882.9489,884.9496,884.9497,884.9499,[],[],[],[],[],[],[],,884.95,884.9501,0.017695313,-0.402083333,0,0,1,,0,158,158,33,1,1,RL,recile,cursive,recile_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,884.9517,885.1495,885.1495,885.6493,,,,,,,,,,,,2.7444,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,160,0,885.6501,888.3995,z,1,2.7444,,[],[],[],[],[],[],[],888.3996,890.3981,890.3982,890.3985,[],[],[],[],[],[],[],,890.3985,890.3988,0.017695313,-0.402083333,0,0,1,,0,159,159,53,1,1,TL,dentisy,cursive,dentisy_c.png,,,,,,
,,,,32075,001,2025-12-03_24h44.10.284,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.4215,895.3995
