counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,48.2411,48.438,48.4381,48.9378,48.9388,49.8217,m,1,0.868,,[],[],[],[],[],[],[],0.868,1,49.8227,50.3218,0,5,5,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,50.3243,50.5215,50.5216,51.0217,51.0234,51.9215,z,1,0.8824,,[],[],[],[],[],[],[],0.8824,1,51.9218,52.4215,0,6,6,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,52.4243,52.6213,52.6215,53.1213,53.123,53.9381,m,1,0.7942,,[],[],[],[],[],[],[],0.7942,1,53.9383,54.4377,0,7,7,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,54.439,54.6378,54.6379,55.138,55.1398,55.9878,z,1,0.8286,,[],[],[],[],[],[],[],0.8286,1,55.9881,56.4881,0,8,8,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,56.4908,56.6875,56.6875,57.1877,57.1896,58.0879,z,1,0.8795,,[],[],[],[],[],[],[],0.8795,1,58.0882,58.5879,0,9,9,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,58.5906,58.7878,58.7878,59.2873,59.2884,60.0044,m,1,0.7007,,[],[],[],[],[],[],[],0.7007,1,60.0045,60.5045,0,10,10,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,60.5071,60.7042,60.7043,61.2043,61.2061,61.7876,m,1,0.5632,,[],[],[],[],[],[],[],0.5632,1,61.7878,62.2881,0,11,11,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,62.291,62.4874,62.4875,62.9878,62.9895,63.605,m,1,0.5981,,[],[],[],[],[],[],[],0.5981,1,63.6052,64.1037,0,12,12,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,64.105,64.3041,64.3042,64.8042,64.806,65.5041,m,1,0.6776,,[],[],[],[],[],[],[],0.6776,1,65.5044,66.0037,0,13,13,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,66.005,66.2041,66.2042,66.7036,66.7044,67.5369,z,1,0.8196,,[],[],[],[],[],[],[],0.8196,1,67.5371,68.0376,0,14,14,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,68.0402,68.2371,68.2372,68.7373,68.7389,69.4374,z,1,0.679,,[],[],[],[],[],[],[],0.679,1,69.4376,69.9372,0,15,15,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9492,73.6702,,0.154307922,-0.372411489,1,0,0,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,73.6849,73.8699,73.8699,74.3701,,,,,,,,,,,,,,1.8416,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,1,0,74.3712,76.2216,m,1,1.8416,,[],[],[],[],[],[],[],76.2223,78.2205,78.2211,78.2298,[],[],[],[],[],[],[],,78.2304,78.2377,0.277761618,0.058342417,0,0,0,,0,0,0,122,1,1,word,MOBILE,cursive,mobile_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,78.2404,78.4367,78.4368,78.9367,,,,,,,,,,,,,,1.2256,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,2,0,78.9375,80.1702,m,0,1.2256,,[],[],[],[],[],[],[],80.1704,82.17,82.1702,82.1708,[],[],[],[],[],[],[],,82.1709,82.1713,0.277761618,0.058342417,0,0,0,,0,1,1,56,1,1,TL,grafetul,print,grafetul_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,82.1741,82.3698,82.3699,82.8701,,,,,,,,,,,,,,5.8297,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,0,82.8711,88.7037,m,1,5.8297,,[],[],[],[],[],[],[],88.704,90.7026,90.7027,90.7033,[],[],[],[],[],[],[],,90.7035,90.7039,0.277761618,0.058342417,0,0,0,,0,2,2,105,1,1,word,EDITOR,cursive,editor_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,90.7068,90.9023,90.9023,91.4025,,,,,,,,,,,,,,1.091,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,4,0,91.4035,92.5027,m,1,1.091,,[],[],[],[],[],[],[],92.5028,94.5024,94.5025,94.503,[],[],[],[],[],[],[],,94.5032,94.5035,0.277761618,0.058342417,0,0,0,,0,3,3,142,1,1,word,REMOTE,print,remote_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,94.5062,94.7021,94.7021,95.2025,,,,,,,,,,,,,,2.2589,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,95.2036,97.4697,z,1,2.2589,,[],[],[],[],[],[],[],97.4699,99.4697,99.4698,99.4707,[],[],[],[],[],[],[],,99.471,99.4713,0.277761618,0.058342417,0,0,0,,0,4,4,63,1,1,TL,molibe,cursive,molibe_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,99.4736,99.6699,99.6699,100.1693,,,,,,,,,,,,,,5.1588,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,100.1703,105.3359,m,1,5.1588,,[],[],[],[],[],[],[],105.3362,107.3358,107.3359,107.337,[],[],[],[],[],[],[],,107.3372,107.3376,0.277761618,0.058342417,0,0,0,,0,5,5,134,1,1,word,QUALIFY,cursive,qualify_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,107.3403,107.536,107.536,108.0363,,,,,,,,,,,,,,1.676,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,7,0,108.0374,109.7192,m,1,1.676,,[],[],[],[],[],[],[],109.7194,111.7178,111.718,111.7182,[],[],[],[],[],[],[],,111.7182,111.7184,0.277761618,0.058342417,0,0,0,,0,6,6,88,1,1,word,CAMERA,cursive,camera_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,111.7196,111.9178,111.9178,112.4177,,,,,,,,,,,,,,4.5589,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,8,0,112.4182,116.9852,m,1,4.5589,,[],[],[],[],[],[],[],116.9855,118.9851,118.9851,118.9859,[],[],[],[],[],[],[],,118.9861,118.9863,0.277761618,0.058342417,0,0,0,,0,7,7,103,1,1,word,DISPUTE,cursive,dispute_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,118.9887,119.1849,119.185,119.6849,,,,,,,,,,,,,,4.4627,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,0,119.686,124.1518,m,1,4.4627,,[],[],[],[],[],[],[],124.152,126.1511,126.1512,126.1514,[],[],[],[],[],[],[],,126.1514,126.1515,0.277761618,0.058342417,0,0,0,,0,8,8,111,1,1,word,INDICATE,cursive,indicate_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,126.1528,126.3512,126.3513,126.8511,,,,,,,,,,,,,,1.214,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,126.8521,128.0681,z,1,1.214,,[],[],[],[],[],[],[],128.0683,130.0676,130.0677,130.0686,[],[],[],[],[],[],[],,130.0687,130.0691,0.277761618,0.058342417,0,0,0,,0,9,9,29,1,1,RL,refakive,cursive,refakive_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,130.0716,130.2676,130.2677,130.767,,,,,,,,,,,,,,0.6954,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,11,1,130.7676,131.467,m,1,0.6954,,[],[],[],[],[],[],[],131.4671,133.4671,133.4672,136.9175,[],[],[],[],[],[],[],m,136.9178,136.9183,0.277761618,0.058342417,0,0,0,,0,10,10,120,1,1,word,MILITARY,print,military_p.png,3.4432,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,136.9207,137.1172,137.1173,137.6173,,,,,,,,,,,,,,3.6604,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,12,0,137.6184,141.2829,z,1,3.6604,,[],[],[],[],[],[],[],141.283,143.2827,143.2829,143.2832,[],[],[],[],[],[],[],,143.2832,143.2833,0.277761618,0.058342417,0,0,0,,0,11,11,1,1,1,RL,adnicory,cursive,adnicory_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,143.2845,143.4835,143.4835,143.983,,,,,,,,,,,,,,0.7422,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,143.9835,144.7329,m,1,0.7422,,[],[],[],[],[],[],[],144.7331,146.7333,146.7335,146.7341,[],[],[],[],[],[],[],,146.7344,146.7349,0.277761618,0.058342417,0,0,0,,0,12,12,109,1,1,word,GRATEFUL,print,grateful_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,146.7374,146.9337,146.9338,147.4334,,,,,,,,,,,,,,3.0744,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,14,1,147.4347,150.5166,m,1,3.0744,,[],[],[],[],[],[],[],150.5168,152.5164,152.5165,154.0843,[],[],[],[],[],[],[],z,154.0845,154.0848,0.277761618,0.058342417,0,0,0,,0,13,13,102,1,1,word,DENSITY,cursive,density_c.png,1.566,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,154.0872,154.2831,154.2833,154.7829,,,,,,,,,,,,,,0.7938,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,15,0,154.7838,155.5831,m,0,0.7938,,[],[],[],[],[],[],[],155.5832,157.5832,157.5833,157.5838,[],[],[],[],[],[],[],,157.5839,157.5843,0.277761618,0.058342417,0,0,0,,0,14,14,47,1,1,TL,cagetory,print,cagetory_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,157.5867,157.7832,157.7833,158.2831,,,,,,,,,,,,,,0.9797,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,16,0,158.2845,159.2671,z,1,0.9797,,[],[],[],[],[],[],[],159.2674,161.2663,161.2665,161.2669,[],[],[],[],[],[],[],,161.2672,161.2677,0.277761618,0.058342417,0,0,0,,0,15,15,25,1,1,RL,quakity,cursive,quakity_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,161.2704,161.4659,161.466,161.9707,,,,,,,,,,,,,,0.8708,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,161.9716,162.8497,m,1,0.8708,,[],[],[],[],[],[],[],162.8499,164.8494,164.8495,164.8501,[],[],[],[],[],[],[],,164.8503,164.8508,0.277761618,0.058342417,0,0,0,,0,16,16,119,1,1,word,MEMORY,cursive,memory_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,164.8532,165.0496,165.0497,165.5495,,,,,,,,,,,,,,1.2081,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,165.5506,166.7659,m,1,1.2081,,[],[],[],[],[],[],[],166.766,168.7657,168.7657,168.7662,[],[],[],[],[],[],[],,168.7663,168.7666,0.277761618,0.058342417,0,0,0,,0,17,17,150,1,1,word,SENTIMENT,cursive,sentiment_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,168.769,168.9656,168.9656,169.465,,,,,,,,,,,,,,1.1601,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,19,0,169.4654,170.6323,m,0,1.1601,,[],[],[],[],[],[],[],170.6325,172.6323,172.6324,172.6329,[],[],[],[],[],[],[],,172.6331,172.6339,0.277761618,0.058342417,0,0,0,,0,18,18,75,1,1,TL,speficic,cursive,speficic_c.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,172.6363,172.8321,172.8322,173.3323,,,,,,,,,,,,,,0.858,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,20,0,173.3333,174.1989,z,1,0.858,,[],[],[],[],[],[],[],174.1991,176.1986,176.1987,176.1992,[],[],[],[],[],[],[],,176.1993,176.1997,0.277761618,0.058342417,0,0,0,,0,19,19,43,1,1,TL,bedise,print,bedise_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,176.2019,176.3981,176.3982,176.8986,,,,,,,,,,,,,,0.8756,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,0,176.8991,177.7813,m,1,0.8756,,[],[],[],[],[],[],[],177.7814,179.7817,179.7818,179.7823,[],[],[],[],[],[],[],,179.7824,179.7827,0.277761618,0.058342417,0,0,0,,0,20,20,124,1,1,word,NUMERICAL,print,numerical_p.png,,,,,
,,,,32385,001,2025-12-02_12h31.18.109,HW_LDT_1,2024.2.4,Linux x86_64,59.88023952,,,,,,,,,,,,,,,,,,,,,179.7852,179.9817,179.9818,180.4815,,,,,,,,,,,,,,0.7467,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,180.4829,181.2309,m,1,0.7467,,[],[],[],[],[],[],[],181.231,183.2317,183.2318,183.2324,[],[],[],[],[],[],[],,183.2325,183.2329,0.277761618,0.058342417,0,0,0,,0,21,21,117,1,1,word,MARINE,print,marine_p.png,,,,,
