counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,220.1416,220.3412,220.3413,220.8436,,,,,,,,,,,,,,2.4496,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,220.844,223.2941,,0,[0.3175000508626302],[-0.30333334604899087],[1],[0],[0],[2.4495999999940636],"[""button_right_main""]",223.2942,225.2913,225.2914,225.2917,[],[],[],[],[],[],[],,225.2918,225.2918,-0.040833346,-0.342499987,0,0,0,,0,11,11,54,1,3,TL,manire,cursive,manire_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,225.2927,225.4911,225.4912,225.9911,,,,,,,,,,,,,,4.4825,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,13,0,225.9915,230.4744,,0,[-0.2983333269755046],[-0.3266667048136393],[1],[0],[0],[4.482500000000016],"[""button_left_main""]",230.4744,232.4767,232.4768,232.4769,[],[],[],[],[],[],[],,232.477,232.477,-0.0375,-0.344166692,0,0,0,,0,12,12,126,1,3,word,OPTIMAL,cursive,optimal_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,232.4778,232.6747,232.6748,233.1747,,,,,,,,,,,,,,2.4655,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,14,0,233.1752,235.641,,0,[-0.328333314259847],[-0.29083334604899086],[1],[0],[0],[2.46550000000002],"[""button_left_main""]",235.6411,237.6413,237.6414,237.6415,[],[],[],[],[],[],[],,237.6416,237.6417,-0.098333295,-0.309166654,0,0,0,,0,13,13,77,1,3,TL,vadility,cursive,vadility_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,237.6427,237.841,237.8412,238.341,,,,,,,,,,,,,,0.9026,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,15,0,238.3414,239.2445,,0,[0.2925000508626302],[-0.25750001271565753],[1],[0],[0],[0.9025999999940382],"[""button_right_main""]",239.2446,241.2416,241.2417,241.2418,[],[],[],[],[],[],[],,241.2419,241.242,0.021666654,-0.270000013,0,0,0,,0,14,14,103,1,3,word,DISPUTE,print,dispute_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,241.2428,241.4414,241.4415,241.9433,,,,,,,,,,,,,,0.7972,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,16,0,241.9436,242.7412,,0,[0.35],[-0.3125],[1],[0],[0],[0.797200000002988],"[""button_right_main""]",242.7413,244.7419,244.742,244.7421,[],[],[],[],[],[],[],,244.7421,244.7422,0.055833371,-0.299166679,0,0,0,,0,15,15,135,1,3,word,QUALITY,print,quality_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,244.7429,244.9414,244.9414,245.4436,,,,,,,,,,,,,,0.7992,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,245.4438,246.2435,,0,[0.2916666666666667],[-0.3266667048136393],[1],[0],[0],[0.7992000000029407],"[""button_right_main""]",246.2436,248.2416,248.2416,248.2417,[],[],[],[],[],[],[],,248.2417,248.2419,0.035000038,-0.330833371,0,0,0,,0,16,16,112,1,3,word,LIBERAL,print,liberal_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,248.2431,248.4416,248.4417,248.9412,,,,,,,,,,,,,,2.0158,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,18,1,248.9416,250.9577,,0,[-0.25583330790201825],[-0.3391667048136393],[1],[0],[0],[2.015799999997],"[""button_left_main""]",250.9578,252.9604,252.9604,256.8751,[-0.41916666030883787],[-0.3383333206176758],[1],[0],[0],[3.9145000000000323],"[""button_left_probe""]",,256.8751,256.8752,-0.41916666,-0.338333321,1,0,0,,0,17,17,114,1,3,word,LOCATE,cursive,locate_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,256.8761,257.0752,257.0753,257.5773,,,,,,,,,,,,,,2.2655,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,19,0,257.5777,259.8434,,0,[-0.26666666666666666],[-0.343333371480306],[1],[0],[0],[2.2654999999999745],"[""button_left_main""]",259.8435,261.8421,261.8421,261.8423,[],[],[],[],[],[],[],,261.8423,261.8424,-0.009166654,-0.323333359,0,0,0,,0,18,18,37,1,3,TL,cacapity,cursive,cacapity_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,261.8434,262.0423,262.0426,262.5415,,,,,,,,,,,,,,1.1498,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,20,0,262.5419,263.6921,,0,[0.3316666920979818],[-0.2708333333333333],[1],[0],[0],[1.1497999999970148],"[""button_right_main""]",263.6923,265.6933,265.6934,265.6935,[],[],[],[],[],[],[],,265.6936,265.6936,0.131666692,-0.302500025,0,0,0,,0,19,19,146,1,3,word,RETIRE,print,retire_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,265.6946,265.892,265.8921,266.3927,,,,,,,,,,,,,,1.3836,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,21,0,266.3933,267.7775,,0,[-0.26749998728434243],[-0.28250001271565756],[1],[0],[0],[1.3835999999940896],"[""button_left_main""]",267.7776,269.7777,269.7778,269.7779,[],[],[],[],[],[],[],,269.778,269.778,-0.155833308,-0.249166679,0,0,0,,0,20,20,7,1,3,RL,cobeny,print,cobeny_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,269.7787,269.9768,269.9769,270.477,,,,,,,,,,,,,,1.715,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,22,0,270.4773,272.1927,,0,[0.29583333333333334],[-0.30416666666666664],[1],[0],[0],[1.7150000000000318],"[""button_right_main""]",272.1928,274.1923,274.1923,274.1924,[],[],[],[],[],[],[],,274.1924,274.1926,0.010833359,-0.308333333,0,0,0,,0,21,21,158,1,3,word,VELOCITY,cursive,velocity_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,274.1934,274.3938,274.3938,274.8923,,,,,,,,,,,,,,2.0018,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,23,0,274.8929,276.8951,,0,[-0.31666666666666665],[-0.3174999872843424],[1],[0],[0],[2.00179999999699],"[""button_left_main""]",276.8952,278.8923,278.8924,278.8925,[],[],[],[],[],[],[],,278.8925,278.8927,-0.297500006,-0.339166705,0,0,0,,0,22,22,15,1,3,RL,mifikary,cursive,mifikary_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,278.8936,279.0939,279.094,279.592,,,,,,,,,,,,,,1.6012,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,24,0,279.5925,281.1942,,0,[0.3416666666666667],[-0.2891667048136393],[1],[0],[0],[1.6012000000029616],"[""button_right_main""]",281.1943,283.1937,283.1938,283.1938,[],[],[],[],[],[],[],,283.1939,283.194,0.020000013,-0.285833359,0,0,0,,0,23,23,132,1,3,word,PROPOSAL,print,proposal_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,283.1947,283.3922,283.3923,283.8921,,,,,,,,,,,,,,1.3502,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,25,0,283.8924,285.243,,0,[-0.38249998092651366],[-0.2875],[1],[0],[0],[1.3501999999880923],"[""button_left_main""]",285.2431,287.2428,287.2429,287.243,[],[],[],[],[],[],[],,287.243,287.2431,0.110833359,-0.285000038,0,0,0,,0,24,24,43,1,3,TL,dedace,cursive,dedace_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,287.244,287.4448,287.4448,287.9427,,,,,,,,,,,,,,1.1846,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,26,1,287.943,289.1281,,0,[0.30833333333333335],[-0.2783333460489909],[1],[0],[0],[1.1845999999940204],"[""button_right_main""]",289.1281,291.126,291.126,293.3762,[-0.4475000063578288],[-0.3541666666666667],[1],[0],[0],[2.25],"[""button_left_probe""]",,293.3763,293.3764,-0.447500006,-0.354166667,1,0,0,,0,25,25,88,1,3,word,CAMERA,cursive,camera_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,293.3772,293.5763,293.5764,294.0765,,,,,,,,,,,,,,1.7668,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,27,0,294.0771,295.8443,,0,[-0.36666666666666664],[-0.2658333460489909],[1],[0],[0],[1.7668000000119264],"[""button_left_main""]",295.8444,297.8432,297.8432,297.8436,[],[],[],[],[],[],[],,297.8436,297.8437,-0.264999962,-0.285833359,0,0,0,,0,26,26,90,1,3,word,CAPITAL,cursive,capital_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,297.8447,298.0429,298.043,298.5428,,,,,,,,,,,,,,1.3163,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,28,1,298.5435,299.8603,,0,[-0.3466666539510091],[-0.2658333460489909],[1],[0],[0],[1.3162999999970566],"[""button_left_main""]",299.8604,301.8599,301.8599,304.2268,[-0.3350000063578288],[-0.32083333333333336],[1],[0],[0],[2.3665000000000305],"[""button_left_probe""]",,304.2268,304.227,-0.335000006,-0.320833333,1,0,0,,0,27,27,65,1,3,TL,resufal,print,resufal_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,304.2277,304.4265,304.4265,304.9267,,,,,,,,,,,,,,2.1323,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,29,0,304.9271,307.0599,,0,[-0.27833331425984703],[-0.3091666539510091],[1],[0],[0],[2.1323000000119237],"[""button_left_main""]",307.0599,309.0598,309.0598,309.0605,[],[],[],[],[],[],[],,309.0605,309.0606,-0.278333314,-0.309166654,0,0,0,,0,28,28,12,1,3,RL,formuke,cursive,formuke_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,309.0615,309.2611,309.2611,309.7624,,,,,,,,,,,,,,1.1331,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,30,0,309.7629,310.8964,,0,[0.218333371480306],[-0.2991666793823242],[1],[0],[0],[1.1331000000089944],"[""button_right_main""]",310.8965,312.8948,312.8949,312.8949,[],[],[],[],[],[],[],,312.895,312.895,0.090000025,-0.257500013,0,0,0,,0,29,29,139,1,3,word,REGULAR,print,regular_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,312.8959,313.0953,313.0953,313.5952,,,,,,,,,,,,,,1.7804,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,31,0,313.5956,315.3764,,0,[-0.3258333206176758],[-0.30333334604899087],[1],[0],[0],[1.7804000000059546],"[""button_left_main""]",315.3766,317.3779,317.3779,317.378,[],[],[],[],[],[],[],,317.3781,317.3782,0.084166654,-0.240833346,0,0,0,,0,30,30,47,1,3,TL,elarobate,print,elarobate_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,317.3788,317.5769,317.5769,318.0764,,,,,,,,,,,,,,1.0195,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,32,0,318.0771,319.0971,,0,[0.3575000762939453],[-0.27999998728434244],[1],[0],[0],[1.0194999999999936],"[""button_right_main""]",319.0971,321.0931,321.0931,321.0933,[],[],[],[],[],[],[],,321.0933,321.0934,0.158333333,-0.2875,0,0,0,,0,31,31,97,1,3,word,COVERAGE,print,coverage_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,321.0943,321.2934,321.2938,321.793,,,,,,,,,,,,,,1.9522,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,33,0,321.7935,323.7461,,0,[-0.2833333333333333],[-0.2991666793823242],[1],[0],[0],[1.9521999999880677],"[""button_left_main""]",323.7462,325.7453,325.7454,325.7456,[],[],[],[],[],[],[],,325.7456,325.7456,0.152500025,-0.310833359,0,0,0,,0,32,32,63,1,3,TL,racidal,cursive,racidal_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,325.7464,325.945,325.9451,326.4459,,,,,,,,,,,,,,1.8648,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,34,1,326.4464,328.3115,,0,[-0.20750001271565754],[-0.2525000254313151],[1],[0],[0],[1.8647999999969898],"[""button_left_main""]",328.3116,330.3119,330.3119,331.9438,[-0.36000000635782875],[-0.3174999872843424],[1],[0],[0],[1.6318000000118786],"[""button_left_probe""]",,331.9439,331.944,-0.360000006,-0.317499987,1,0,0,,0,33,33,13,1,3,RL,helicage,cursive,helicage_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,331.9449,332.1445,332.1445,332.6436,,,,,,,,,,,,,,1.435,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,35,1,332.6442,334.0795,,0,[0.3675000508626302],[-0.25750001271565753],[1],[0],[0],[1.4350000000000023],"[""button_right_main""]",334.0796,336.0774,336.0775,337.2124,[0.3441666920979818],[-0.2875],[1],[0],[0],[1.1344000000059395],"[""button_right_probe""]",,337.2125,337.2125,0.344166692,-0.2875,1,0,0,,0,34,34,113,1,3,word,LITERAL,print,literal_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,337.2133,337.4104,337.4104,337.9121,,,,,,,,,,,,,,1.6174,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,36,0,337.9125,339.5304,,0,[-0.33916667302449544],[-0.28583335876464844],[1],[0],[0],[1.6173999999911075],"[""button_left_main""]",339.5305,341.5304,341.5304,341.5305,[],[],[],[],[],[],[],,341.5305,341.5306,-0.3125,-0.3,0,0,0,,0,35,35,25,1,3,RL,retupar,print,retupar_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,341.5314,341.7298,341.7298,342.2272,,,,,,,,,,,,,,1.2488,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,37,0,342.2279,343.4771,,0,[-0.4433333396911621],[-0.30083332061767576],[1],[0],[0],[1.2487999999970043],"[""button_left_main""]",343.4772,345.4774,345.4775,345.4779,[],[],[],[],[],[],[],,345.4779,345.4781,-0.086666679,-0.279166667,0,0,0,,0,36,36,66,1,3,TL,retalive,cursive,retalive_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,345.4788,345.6777,345.6777,346.1775,,,,,,,,,,,,,,1.0017,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,38,0,346.1781,347.1801,,0,[0.3133333841959635],[-0.25833333333333336],[1],[0],[0],[1.001699999988091],"[""button_right_main""]",347.1801,349.1791,349.1791,349.1793,[],[],[],[],[],[],[],,349.1793,349.1793,0.264166705,-0.266666667,0,0,0,,0,37,37,94,1,3,word,CLINICAL,print,clinical_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,349.1801,349.3795,349.3796,349.8775,,,,,,,,,,,,,,1.6851,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,39,0,349.8782,351.5637,,0,[0.2791666666666667],[-0.2875],[1],[0],[0],[1.6851000000089584],"[""button_right_main""]",351.5638,353.561,353.561,353.5612,[],[],[],[],[],[],[],,353.5612,353.5613,0.057500013,-0.273333359,0,0,0,,0,38,38,144,1,3,word,RESIDENT,cursive,resident_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,353.5622,353.7619,353.7619,354.2614,,,,,,,,,,,,,,0.9487,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,40,0,354.2619,355.2112,,0,[0.41583340962727866],[-0.32916666666666666],[1],[0],[0],[0.9487000000029866],"[""button_right_main""]",355.2113,357.2109,357.2109,357.211,[],[],[],[],[],[],[],,357.2111,357.2111,0.2125,-0.306666692,0,0,0,,0,39,39,98,1,3,word,CRIMINAL,print,criminal_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,357.212,357.4137,357.4137,357.9109,,,,,,,,,,,,,,1.2988,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,41,0,357.9117,359.211,,0,[-0.30083332061767576],[-0.30333334604899087],[1],[0],[0],[1.2988000000119087],"[""button_left_main""]",359.2111,361.2112,361.2112,361.2114,[],[],[],[],[],[],[],,361.2115,361.2116,-0.277499994,-0.315833346,0,0,0,,0,40,40,26,1,3,RL,repifion,print,repifion_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,361.2125,361.4123,361.4124,361.9113,,,,,,,,,,,,,,1.8996,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,42,1,361.9117,363.812,,0,[0.30416666666666664],[-0.2733333587646484],[1],[0],[0],[1.8995999999940523],"[""button_right_main""]",363.8121,365.8112,365.8112,367.5977,[-0.425],[-0.28250001271565756],[1],[0],[0],[1.786299999997027],"[""button_left_probe""]",,367.5977,367.5978,-0.425,-0.282500013,1,0,0,,0,41,41,143,1,3,word,REMOVAL,cursive,removal_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,367.5986,367.7951,367.7952,368.2959,,,,,,,,,,,,,,1.6334,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,43,0,368.2963,369.93,,0,[-0.35833333333333334],[-0.2650000254313151],[1],[0],[0],[1.6333999999910702],"[""button_left_main""]",369.9302,371.9281,371.9284,371.9285,[],[],[],[],[],[],[],,371.9286,371.9286,-0.375,-0.244166692,0,0,0,,0,42,42,30,1,3,RL,strapely,print,strapely_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,371.9295,372.1295,372.1295,372.6281,,,,,,,,,,,,,,1.9825,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,44,0,372.6288,374.6117,,0,[-0.44166666666666665],[-0.32999998728434243],[1],[0],[0],[1.982500000000016],"[""button_left_main""]",374.612,376.6141,376.6141,376.6143,[],[],[],[],[],[],[],,376.6143,376.6143,-0.065833346,-0.294166692,0,0,0,,0,43,43,1,1,3,RL,bewoted,cursive,bewoted_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,376.6151,376.8117,376.8117,377.314,,,,,,,,,,,,,,1.2798,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,45,0,377.3144,378.5947,,0,[-0.325],[-0.2691666920979818],[1],[0],[0],[1.2797999999970102],"[""button_left_main""]",378.5948,380.595,380.5951,380.5952,[],[],[],[],[],[],[],,380.5956,380.5956,-0.325,-0.269166692,0,0,0,,0,44,44,56,1,3,TL,meromy,print,meromy_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,380.5964,380.7953,380.7953,381.295,,,,,,,,,,,,,,1.1356,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,46,0,381.2958,382.4318,,0,[-0.3941666603088379],[-0.2650000254313151],[1],[0],[0],[1.1355999999940423],"[""button_left_main""]",382.4318,384.4287,384.429,384.4291,[],[],[],[],[],[],[],,384.4291,384.4292,-0.38083334,-0.279166667,0,0,0,,0,45,45,8,1,3,RL,cocewage,print,cocewage_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,384.4301,384.6291,384.6291,385.1288,,,,,,,,,,,,,,1.8665,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,47,1,385.1293,386.9962,,0,[-0.3191666603088379],[-0.3275000254313151],[1],[0],[0],[1.8665000000000305],"[""button_left_main""]",386.9965,388.9954,388.9955,390.6292,[-0.3241666475931803],[-0.31416670481363934],[1],[0],[0],[1.6332000000030007],"[""button_left_probe""]",,390.6294,390.6294,-0.324166648,-0.314166705,1,0,0,,0,46,46,5,1,3,RL,capefory,cursive,capefory_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,390.6303,390.8308,390.8309,391.3288,,,,,,,,,,,,,,0.9856,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,48,0,391.3291,392.3151,,0,[0.2916666666666667],[-0.29833335876464845],[1],[0],[0],[0.985599999994065],"[""button_right_main""]",392.3151,394.3123,394.3123,394.3125,[],[],[],[],[],[],[],,394.3125,394.3126,0.0375,-0.238333321,0,0,0,,0,47,47,131,1,3,word,POPULAR,print,popular_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,394.3136,394.5125,394.513,395.0122,,,,,,,,,,,,,,2.8515,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,49,0,395.0127,397.8648,,0,[-0.35833333333333334],[-0.343333371480306],[1],[0],[0],[2.851500000000044],"[""button_left_main""]",397.8648,399.8625,399.8626,399.8631,[],[],[],[],[],[],[],,399.8631,399.8632,0.008333333,-0.396666654,0,0,0,,0,48,48,109,1,3,word,GRATEFUL,cursive,grateful_c.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,399.8642,400.0625,400.0626,400.5628,,,,,,,,,,,,,,1.7512,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,50,0,400.5632,402.3149,,0,[-0.27333332697550455],[-0.30416666666666664],[1],[0],[0],[1.7512000000029957],"[""button_left_main""]",402.3149,404.3124,404.3124,404.3125,[],[],[],[],[],[],[],,404.3125,404.3127,-0.273333327,-0.304166667,0,0,0,,0,49,49,27,1,3,RL,recile,print,recile_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,404.3138,404.5124,404.5125,405.0123,,,,,,,,,,,,,,1.7356,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,51,0,405.0127,406.7487,,0,[-0.32333332697550454],[-0.28583335876464844],[1],[0],[0],[1.735600000008958],"[""button_left_main""]",406.7488,408.7455,408.7456,408.746,[],[],[],[],[],[],[],,408.746,408.746,-0.073333295,-0.331666692,0,0,0,,0,50,50,35,1,3,TL,cateferia,print,cateferia_p.png,,,
,,,,32151,001,2025-10-16_21h06.54.726,HW_LDT_1,2024.2.4,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,408.7469,408.9475,408.9476,409.4466,,,,,,,,,,,,,,1.3674,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,52,0,409.4471,410.815,,0,[0.3258333841959635],[-0.27250003814697266],[1],[0],[0],[1.3674000000059436],"[""button_right_main""]",410.815,412.8125,412.8125,412.813,[],[],[],[],[],[],[],,412.813,412.8132,0.069166692,-0.254166667,0,0,0,,0,51,51,130,1,3,word,POLICY,print,policy_p.png,,,
