counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,435.8116,436.0075,436.0075,436.5109,,,,,,,,,,,,,,1.4328,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,63,0,436.5113,437.9452,z,1,1.4328,,[],[],[],[],[],[],[],437.9453,439.9465,439.9466,439.9468,[],[],[],[],[],[],[],,439.9469,439.9469,-0.150219298,-0.165570175,0,0,0,,0,62,62,40,1,3,TL,condiser,print,condiser_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,439.9481,440.1469,440.147,440.6429,,,,,,,,,,,,,,1.2172,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,64,0,440.6434,441.8618,z,1,1.2172,,[],[],[],[],[],[],[],441.8621,443.866,443.8661,443.8662,[],[],[],[],[],[],[],,443.8663,443.8664,-0.150219298,-0.165570175,0,0,0,,0,63,63,50,1,3,TL,lirebal,print,lirebal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,443.8677,444.0794,444.0794,444.5667,,,,,,,,,,,,,,1.6802,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,65,0,444.5671,446.2511,z,1,1.6802,,[],[],[],[],[],[],[],446.2511,448.2523,448.2524,448.2526,[],[],[],[],[],[],[],,448.2526,448.2527,-0.150219298,-0.165570175,0,0,0,,0,64,64,65,1,3,TL,resufal,print,resufal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,448.2537,448.4526,448.4527,448.9527,,,,,,,,,,,,,,1.8486,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,66,0,448.9532,450.804,m,1,1.8486,,[],[],[],[],[],[],[],450.8041,452.8053,452.8054,452.8056,[],[],[],[],[],[],[],,452.8057,452.8057,-0.150219298,-0.165570175,0,0,0,,0,65,65,152,1,3,word,SPECIMEN,print,specimen_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,452.807,453.0055,453.0056,453.5057,,,,,,,,,,,,,,1.6156,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,67,0,453.5062,455.1235,z,0,1.6156,,[],[],[],[],[],[],[],455.1235,457.1249,457.125,457.1251,[],[],[],[],[],[],[],,457.1252,457.1253,-0.150219298,-0.165570175,0,0,0,,0,66,66,110,1,3,word,HERITAGE,cursive,heritage_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,457.1264,457.325,457.325,457.8254,,,,,,,,,,,,,,3.3306,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,68,0,457.8258,461.1612,z,1,3.3306,,[],[],[],[],[],[],[],461.1612,463.1626,463.1626,463.1628,[],[],[],[],[],[],[],,463.1628,463.1629,-0.150219298,-0.165570175,0,0,0,,0,67,67,70,1,3,TL,remuse,cursive,remuse_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,463.1638,463.3627,463.3627,463.8631,,,,,,,,,,,,,,1.7485,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,69,0,463.8636,465.6142,m,1,1.7485,,[],[],[],[],[],[],[],465.6143,467.6154,467.6155,467.6157,[],[],[],[],[],[],[],,467.6157,467.6159,-0.150219298,-0.165570175,0,0,0,,0,68,68,97,1,3,word,COVERAGE,print,coverage_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,467.617,467.8162,467.8162,468.3292,,,,,,,,,,,,,,1.4669,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,70,0,468.3296,469.8006,z,1,1.4669,,[],[],[],[],[],[],[],469.8006,471.8019,471.8019,471.8021,[],[],[],[],[],[],[],,471.8021,471.8023,-0.150219298,-0.165570175,0,0,0,,0,69,69,1,1,3,RL,bewoted,cursive,bewoted_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,471.8034,472.0017,472.0017,472.5023,,,,,,,,,,,,,,1.4815,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,71,0,472.5028,473.9867,z,1,1.4815,,[],[],[],[],[],[],[],473.9868,475.9882,475.9882,475.9884,[],[],[],[],[],[],[],,475.9884,475.9885,-0.150219298,-0.165570175,0,0,0,,0,70,70,17,1,3,RL,motide,cursive,motide_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,475.9901,476.188,476.188,476.6851,,,,,,,,,,,,,,7.0868,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,72,0,476.6855,483.7766,z,1,7.0868,,[],[],[],[],[],[],[],483.7766,485.7783,485.7784,485.7786,[],[],[],[],[],[],[],,485.7786,485.7788,-0.150219298,-0.165570175,0,0,0,,0,71,71,68,1,3,TL,revomal,cursive,revomal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,485.7803,485.9781,485.9781,486.4918,,,,,,,,,,,,,,1.4733,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,73,0,486.4923,487.9666,z,1,1.4733,,[],[],[],[],[],[],[],487.9667,489.9642,489.9642,489.9643,[],[],[],[],[],[],[],,489.9644,489.9646,-0.150219298,-0.165570175,0,0,0,,0,72,72,44,1,3,TL,decilate,print,decilate_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,489.9657,490.1606,490.1607,490.6613,,,,,,,,,,,,,,1.3991,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,74,0,490.6625,492.0657,z,0,1.3991,,[],[],[],[],[],[],[],492.0658,494.0613,494.0613,494.0616,[],[],[],[],[],[],[],,494.0617,494.0618,-0.150219298,-0.165570175,0,0,0,,0,73,73,149,1,3,word,SENATOR,cursive,senator_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,494.063,494.2505,494.2506,494.7507,,,,,,,,,,,,,,1.115,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,75,0,494.7511,495.8683,m,1,1.115,,[],[],[],[],[],[],[],495.8683,497.8815,497.8815,497.8817,[],[],[],[],[],[],[],,497.8817,497.8818,-0.150219298,-0.165570175,0,0,0,,0,74,74,115,1,3,word,LOGICAL,cursive,logical_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,497.8827,498.0696,498.0696,498.5827,,,,,,,,,,,,,,1.6322,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,76,0,498.5831,500.2159,z,1,1.6322,,[],[],[],[],[],[],[],500.2161,502.2061,502.2061,502.2065,[],[],[],[],[],[],[],,502.2065,502.2069,-0.150219298,-0.165570175,0,0,0,,0,75,75,42,1,3,TL,detabe,cursive,detabe_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,502.2084,502.406,502.4061,502.919,,,,,,,,,,,,,,1.9169,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,77,0,502.9193,504.8374,m,1,1.9169,,[],[],[],[],[],[],[],504.8376,506.8255,506.8255,506.8257,[],[],[],[],[],[],[],,506.8258,506.8259,-0.150219298,-0.165570175,0,0,0,,0,76,76,124,1,3,word,NUMERICAL,print,numerical_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,506.827,507.0259,507.026,507.5264,,,,,,,,,,,,,,0.9788,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,78,0,507.5269,508.5105,m,1,0.9788,,[],[],[],[],[],[],[],508.5107,510.5117,510.5118,510.5119,[],[],[],[],[],[],[],,510.5119,510.5121,-0.150219298,-0.165570175,0,0,0,,0,77,77,104,1,3,word,DOMINANT,print,dominant_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,510.5138,510.7118,510.7119,511.2082,,,,,,,,,,,,,,1.5165,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,79,0,511.2087,512.73,m,1,1.5165,,[],[],[],[],[],[],[],512.73,514.7312,514.7313,514.7319,[],[],[],[],[],[],[],,514.7319,514.7324,-0.150219298,-0.165570175,0,0,0,,0,78,78,107,1,3,word,EVIDENT,cursive,evident_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,514.734,514.9314,514.9314,515.4319,,,,,,,,,,,,,,1.24,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,80,0,515.4327,516.6827,z,1,1.24,,[],[],[],[],[],[],[],516.6829,518.6843,518.6844,518.6848,[],[],[],[],[],[],[],,518.6849,713.7513,-0.574561404,0.029605263,0,0,0,space,0,79,79,51,1,3,TL,liretal,print,liretal_p.png,,,,195.0351,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,713.7531,713.9512,713.9513,714.4515,,,,,,,,,,,,,,3.0666,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,81,0,714.4521,717.52,m,1,3.0666,,[],[],[],[],[],[],[],717.5202,719.5216,719.5216,719.5218,[],[],[],[],[],[],[],,719.5219,719.5219,-0.574561404,0.029605263,0,0,0,,0,80,80,112,1,3,word,LIBERAL,print,liberal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,719.5233,719.7217,719.7218,720.2219,,,,,,,,,,,,,,1.2791,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,82,1,720.2224,721.5059,m,1,1.2791,,[],[],[],[],[],[],[],721.5061,723.5075,723.5075,724.5084,[],[],[],[],[],[],[],z,724.5085,724.5087,-0.574561404,0.029605263,0,0,0,,0,81,81,89,1,3,word,CAPACITY,cursive,capacity_c.png,0.9968,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,724.5099,724.7083,724.7083,725.209,,,,,,,,,,,,,,1.1305,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,83,0,725.2095,726.3429,m,1,1.1305,,[],[],[],[],[],[],[],726.343,728.3449,728.345,728.3452,[],[],[],[],[],[],[],,728.3452,728.3452,-0.574561404,0.029605263,0,0,0,,0,82,82,130,1,3,word,POLICY,print,policy_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,728.3464,728.5442,728.5442,729.0447,,,,,,,,,,,,,,2.6651,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,84,0,729.0452,731.7135,m,1,2.6651,,[],[],[],[],[],[],[],731.7136,733.7144,733.7144,733.7147,[],[],[],[],[],[],[],,733.7148,733.7148,-0.574561404,0.029605263,0,0,0,,0,83,83,145,1,3,word,RESUME,cursive,resume_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,733.7158,733.9185,733.9185,734.4153,,,,,,,,,,,,,,2.2787,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,85,0,734.4162,736.7002,m,1,2.2787,,[],[],[],[],[],[],[],736.7003,738.7014,738.7015,738.7016,[],[],[],[],[],[],[],,738.7017,738.7018,-0.574561404,0.029605263,0,0,0,,0,84,84,84,1,3,word,BELOVED,cursive,beloved_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,738.7036,738.9014,738.9015,739.4018,,,,,,,,,,,,,,1.2122,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,86,0,739.4024,740.6191,m,1,1.2122,,[],[],[],[],[],[],[],740.6192,742.6205,742.6206,742.6207,[],[],[],[],[],[],[],,742.6208,742.6209,-0.574561404,0.029605263,0,0,0,,0,85,85,87,1,3,word,CAFETERIA,print,cafeteria_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,742.622,742.821,742.821,743.3212,,,,,,,,,,,,,,1.198,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,87,0,743.3217,744.522,z,1,1.198,,[],[],[],[],[],[],[],744.5221,746.5234,746.5234,746.5237,[],[],[],[],[],[],[],,746.5238,746.5239,-0.574561404,0.029605263,0,0,0,,0,86,86,38,1,3,TL,carnidal,print,carnidal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,746.5255,746.7236,746.7236,747.2239,,,,,,,,,,,,,,1.0953,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,88,0,747.2247,748.3244,z,1,1.0953,,[],[],[],[],[],[],[],748.3244,750.326,750.326,750.3262,[],[],[],[],[],[],[],,750.3263,750.3263,-0.574561404,0.029605263,0,0,0,,0,87,87,74,1,3,TL,spemicen,print,spemicen_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,750.3275,750.5263,750.5263,751.0263,,,,,,,,,,,,,,1.0819,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,89,0,751.0267,752.1103,z,1,1.0819,,[],[],[],[],[],[],[],752.1104,754.1119,754.112,754.1122,[],[],[],[],[],[],[],,754.1122,754.1123,-0.574561404,0.029605263,0,0,0,,0,88,88,24,1,3,RL,quafidy,print,quafidy_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,754.1133,754.312,754.312,754.8123,,,,,,,,,,,,,,2.1471,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,90,0,754.8128,756.9641,m,1,2.1471,,[],[],[],[],[],[],[],756.9641,758.9746,758.9746,758.9748,[],[],[],[],[],[],[],,758.9749,758.975,-0.574561404,0.029605263,0,0,0,,0,89,89,154,1,3,word,STORAGE,cursive,storage_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,758.9763,759.1651,759.1651,759.6657,,,,,,,,,,,,,,2.4153,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,91,1,759.6662,762.0843,z,1,2.4153,,[],[],[],[],[],[],[],762.0844,764.0858,764.0858,764.9825,[],[],[],[],[],[],[],z,764.9825,764.9826,-0.574561404,0.029605263,0,0,0,,0,90,90,43,1,3,TL,dedace,cursive,dedace_c.png,0.896,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,764.9835,765.1723,765.1724,765.6871,,,,,,,,,,,,,,1.4465,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,92,0,765.6877,767.138,m,1,1.4465,,[],[],[],[],[],[],[],767.1381,769.1397,769.1397,769.1399,[],[],[],[],[],[],[],,769.1399,769.1401,-0.574561404,0.029605263,0,0,0,,0,91,91,138,1,3,word,REFUSAL,print,refusal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,769.1414,769.3388,769.3388,769.833,,,,,,,,,,,,,,3.7036,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,93,0,769.8338,773.5388,z,1,3.7036,,[],[],[],[],[],[],[],773.5389,775.5436,775.5437,775.5441,[],[],[],[],[],[],[],,775.5441,775.5444,-0.574561404,0.029605263,0,0,0,,0,92,92,20,1,3,RL,orimipal,cursive,orimipal_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,775.546,775.7434,775.7435,776.2564,,,,,,,,,,,,,,1.8172,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,94,0,776.2568,778.0746,z,1,1.8172,,[],[],[],[],[],[],[],778.0749,780.063,780.0631,780.0633,[],[],[],[],[],[],[],,780.0634,780.0637,-0.574561404,0.029605263,0,0,0,,0,93,93,13,1,3,RL,helicage,cursive,helicage_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,780.0653,780.263,780.263,780.777,,,,,,,,,,,,,,1.1989,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,95,0,780.7779,781.9813,m,1,1.1989,,[],[],[],[],[],[],[],781.9814,783.9785,783.9785,783.9787,[],[],[],[],[],[],[],,783.9788,783.9789,-0.574561404,0.029605263,0,0,0,,0,94,94,113,1,3,word,LITERAL,print,literal_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,783.98,784.169,784.169,784.6787,,,,,,,,,,,,,,1.3062,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,96,0,784.6791,785.9863,m,1,1.3062,,[],[],[],[],[],[],[],785.9863,787.9977,787.9978,787.9979,[],[],[],[],[],[],[],,787.9979,787.9979,-0.574561404,0.029605263,0,0,0,,0,95,95,85,1,3,word,BENEFIT,print,benefit_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,787.999,788.198,788.1981,788.6977,,,,,,,,,,,,,,4.3049,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,97,0,788.6981,793.005,m,1,4.3049,,[],[],[],[],[],[],[],793.0051,795.0063,795.0065,795.0067,[],[],[],[],[],[],[],,795.0068,795.0069,-0.574561404,0.029605263,0,0,0,,0,96,96,147,1,3,word,ROMANTIC,cursive,romantic_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,795.0081,795.2034,795.2034,795.707,,,,,,,,,,,,,,1.6464,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,98,1,795.7075,797.3545,m,0,1.6464,,[],[],[],[],[],[],[],797.3545,799.3577,799.3578,800.6287,[],[],[],[],[],[],[],z,800.6288,800.6292,-0.574561404,0.029605263,0,0,0,,0,97,97,47,1,3,TL,elarobate,print,elarobate_p.png,1.2702,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,800.6312,800.8278,800.8278,801.3406,,,,,,,,,,,,,,1.2325,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,99,0,801.3412,802.5788,m,1,1.2325,,[],[],[],[],[],[],[],802.5789,804.5751,804.5751,804.5752,[],[],[],[],[],[],[],,804.5752,804.5753,-0.574561404,0.029605263,0,0,0,,0,98,98,122,1,3,word,MOBILE,cursive,mobile_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,804.5761,804.7641,804.7642,805.2636,,,,,,,,,,,,,,1.3949,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,100,0,805.2642,806.6597,z,1,1.3949,,[],[],[],[],[],[],[],806.6597,808.6623,808.6623,808.6625,[],[],[],[],[],[],[],,808.6625,808.6626,-0.574561404,0.029605263,0,0,0,,0,99,99,33,1,3,TL,adsivory,print,adsivory_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,808.6636,808.8512,808.8513,809.3517,,,,,,,,,,,,,,3.9952,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,101,0,809.3524,813.3524,m,1,3.9952,,[],[],[],[],[],[],[],813.3525,815.3538,815.3538,815.354,[],[],[],[],[],[],[],,815.3541,815.3541,-0.574561404,0.029605263,0,0,0,,0,100,100,88,1,3,word,CAMERA,cursive,camera_c.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,815.3553,815.5539,815.5539,816.0543,,,,,,,,,,,,,,3.1309,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,102,1,816.0547,819.1896,m,1,3.1309,,[],[],[],[],[],[],[],819.1897,821.1914,821.1915,822.0918,[],[],[],[],[],[],[],z,822.0918,822.092,-0.574561404,0.029605263,0,0,0,,0,101,101,140,1,3,word,RELATIVE,cursive,relative_c.png,0.8981,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,822.0935,822.2918,822.2919,822.7922,,,,,,,,,,,,,,1.5127,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,103,0,822.7929,824.3099,z,1,1.5127,,[],[],[],[],[],[],[],824.31,826.3114,826.3114,826.3116,[],[],[],[],[],[],[],,826.3116,826.3117,-0.574561404,0.029605263,0,0,0,,0,102,102,46,1,3,TL,distupe,print,distupe_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,826.3127,826.5115,826.5115,827.0122,,,,,,,,,,,,,,1.2117,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,104,0,827.0132,828.2295,z,1,1.2117,,[],[],[],[],[],[],[],828.2296,830.2307,830.2308,830.231,[],[],[],[],[],[],[],,830.2311,830.2312,-0.574561404,0.029605263,0,0,0,,0,103,103,0,1,3,RL,afaneur,print,afaneur_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,830.2322,830.4307,830.4307,830.9311,,,,,,,,,,,,,,1.2462,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,105,0,830.9316,832.182,z,1,1.2462,,[],[],[],[],[],[],[],832.1821,834.1834,834.1834,834.1837,[],[],[],[],[],[],[],,834.1837,834.1838,-0.574561404,0.029605263,0,0,0,,0,104,104,60,1,3,TL,panert,print,panert_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,834.1848,834.3835,834.3835,834.8839,,,,,,,,,,,,,,0.8627,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,106,0,834.8845,835.7514,m,1,0.8627,,[],[],[],[],[],[],[],835.7514,837.7524,837.7525,837.7526,[],[],[],[],[],[],[],,837.7527,837.7527,-0.574561404,0.029605263,0,0,0,,0,105,105,119,1,3,word,MEMORY,print,memory_p.png,,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,837.7539,837.9524,837.9524,838.4527,,,,,,,,,,,,,,2.9808,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,107,1,838.4531,841.4385,z,1,2.9808,,[],[],[],[],[],[],[],841.4387,843.4358,843.4359,844.6742,[],[],[],[],[],[],[],z,844.6744,844.6747,-0.574561404,0.029605263,0,0,0,,0,106,106,63,1,3,TL,racidal,cursive,racidal_c.png,1.235,,,,,,
,,,,31856,001,2025-10-19_16h39.51.915,HW_LDT_1,2024.2.4,Win32,59.52380952,,,,,,,,,,,,,,,,,,,,,844.6763,844.8741,844.8742,845.3877,,,,,,,,,,,,,,2.5666,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,108,0,845.3883,847.9558,z,1,2.5666,,[],[],[],[],[],[],[],847.9558,849.9572,849.9572,849.9575,[],[],[],[],[],[],[],,849.9575,849.9578,-0.574561404,0.029605263,0,0,0,,0,107,107,52,1,3,TL,locigal,cursive,locigal_c.png,,,,,,,
