counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,27.8217,28.0199,28.0202,28.5198,28.5212,29.841,z,1,1.2991,,[],[],[],[],[],[],[],1.2991,1,29.8418,30.3412,0,5,5,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,30.3433,30.5364,30.5366,31.0372,31.0388,31.6864,m,1,0.6239,,[],[],[],[],[],[],[],0.6239,1,31.6866,32.1868,0,6,6,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,32.1891,32.3869,32.3871,32.8872,32.8893,33.4699,m,1,0.5601,,[],[],[],[],[],[],[],0.5601,1,33.4702,33.9704,0,7,7,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,33.9724,34.1702,34.1703,34.6581,34.6591,35.37,m,1,0.6888,,[],[],[],[],[],[],[],0.6888,1,35.3703,35.8728,0,8,8,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,35.8741,36.0706,36.0708,36.5701,36.572,37.2916,m,1,0.6989,,[],[],[],[],[],[],[],0.6989,1,37.2916,37.7914,0,9,9,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,37.7928,37.9867,37.9868,38.4863,38.4876,39.4756,z,1,0.9666,,[],[],[],[],[],[],[],0.9666,1,39.4758,39.9748,0,10,10,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,39.976,40.17,40.1701,40.6701,40.6718,41.3039,m,1,0.6005,,[],[],[],[],[],[],[],0.6005,1,41.3043,41.8028,0,11,11,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,41.8047,42.0027,42.0028,42.5032,42.5046,45.0863,z,1,2.5567,,[],[],[],[],[],[],[],2.5567,1,45.0865,45.5866,0,12,12,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,45.5879,45.7869,45.7871,46.2863,46.2877,47.8086,m,0,1.5006,,[],[],[],[],[],[],[],1.5006,0,47.8094,48.3074,0,13,13,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,48.3089,48.5028,48.503,49.0053,49.0064,50.236,z,1,1.2075,,[],[],[],[],[],[],[],1.2075,1,50.2375,50.736,0,14,14,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,50.7379,50.9359,50.9361,51.436,51.4376,52.2075,m,1,0.7488,,[],[],[],[],[],[],[],0.7488,1,52.2076,52.7032,0,15,15,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7123,55.3418,space,2.609,,-0.041666667,-0.210185228,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,55.3553,55.5372,55.5374,56.0412,,,,,,,,,,,,,,1.8536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,1,0,56.0423,57.9032,z,1,1.8536,,[],[],[],[],[],[],[],57.9035,59.9025,59.9027,59.9074,[],[],[],[],[],[],[],,59.9076,59.9131,-0.041666667,-0.210185228,0,0,0,,0,0,0,2,1,2,RL,casagity,print,casagity_p.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,59.9142,60.1025,60.1026,60.6026,,,,,,,,,,,,,,0.7915,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,2,0,60.6033,61.4028,m,1,0.7915,,[],[],[],[],[],[],[],61.4029,63.4023,63.4024,63.4027,[],[],[],[],[],[],[],,63.4028,63.4029,-0.041666667,-0.210185228,0,0,0,,0,1,1,159,1,2,word,VETERAN,print,veteran_p.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,63.4048,63.6024,63.6024,64.1022,,,,,,,,,,,,,,2.0883,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,3,0,64.1027,66.2025,m,1,2.0883,,[],[],[],[],[],[],[],66.2026,68.2022,68.2022,68.2025,[],[],[],[],[],[],[],,68.2026,68.2027,-0.041666667,-0.210185228,0,0,0,,0,2,2,117,1,2,word,MARINE,cursive,marine_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,68.2042,68.402,68.4021,68.9023,,,,,,,,,,,,,,0.7145,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,4,1,68.9031,69.6187,m,1,0.7145,,[],[],[],[],[],[],[],69.6189,71.6185,71.6186,77.0026,[],[],[],[],[],[],[],z,77.0027,77.0028,-0.041666667,-0.210185228,0,0,0,,0,3,3,87,1,2,word,CAFETERIA,print,cafeteria_p.png,5.3766,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,77.0046,77.1908,77.1909,77.7027,,,,,,,,,,,,,,1.8546,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,5,0,77.7036,79.5693,m,1,1.8546,,[],[],[],[],[],[],[],79.5696,81.5695,81.5696,81.5702,[],[],[],[],[],[],[],,81.5703,81.5705,-0.041666667,-0.210185228,0,0,0,,0,4,4,152,1,2,word,SPECIMEN,print,specimen_p.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,81.572,81.7691,81.7691,82.2685,,,,,,,,,,,,,,3.7655,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,6,0,82.2696,86.0365,z,1,3.7655,,[],[],[],[],[],[],[],86.0366,88.0355,88.0357,88.0364,[],[],[],[],[],[],[],,88.0365,88.0367,-0.041666667,-0.210185228,0,0,0,,0,5,5,51,1,2,TL,etidor,cursive,etidor_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,88.0382,88.2351,88.2352,88.735,,,,,,,,,,,,,,1.0611,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,7,0,88.7359,89.8025,m,1,1.0611,,[],[],[],[],[],[],[],89.8027,91.8017,91.8018,91.8023,[],[],[],[],[],[],[],,91.8024,91.8025,-0.041666667,-0.210185228,0,0,0,,0,6,6,136,1,2,word,RADICAL,cursive,radical_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,91.804,91.9906,91.9907,92.5015,,,,,,,,,,,,,,4.0755,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,8,0,92.5025,96.5857,m,1,4.0755,,[],[],[],[],[],[],[],96.5859,98.5849,98.585,98.5854,[],[],[],[],[],[],[],,98.5855,98.5857,-0.041666667,-0.210185228,0,0,0,,0,7,7,121,1,2,word,MISTAKE,cursive,mistake_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,98.5872,98.7902,98.7902,99.2852,,,,,,,,,,,,,,4.0593,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,99.2861,103.3516,z,0,4.0593,,[],[],[],[],[],[],[],103.3518,105.3513,105.3515,105.3522,[],[],[],[],[],[],[],,105.3523,105.3526,-0.041666667,-0.210185228,0,0,0,,0,8,8,105,1,2,word,EDITOR,cursive,editor_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,105.3539,105.5513,105.5514,106.0407,,,,,,,,,,,,,,5.5562,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,10,0,106.0411,111.6011,z,1,5.5562,,[],[],[],[],[],[],[],111.6013,113.6011,113.6011,113.6015,[],[],[],[],[],[],[],,113.6016,113.6017,-0.041666667,-0.210185228,0,0,0,,0,9,9,27,1,2,RL,repifion,cursive,repifion_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,113.6031,113.8005,113.8006,114.3007,,,,,,,,,,,,,,4.5047,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,11,0,114.3016,118.8072,z,1,4.5047,,[],[],[],[],[],[],[],118.8072,120.8052,120.8052,120.8054,[],[],[],[],[],[],[],,120.8055,120.8056,-0.041666667,-0.210185228,0,0,0,,0,10,10,67,1,2,TL,quafily,cursive,quafily_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,120.807,121.0007,121.0009,121.5004,,,,,,,,,,,,,,1.4581,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,12,0,121.5014,122.9679,z,1,1.4581,,[],[],[],[],[],[],[],122.9682,124.9682,124.9683,124.9686,[],[],[],[],[],[],[],,124.9688,124.969,-0.041666667,-0.210185228,0,0,0,,0,11,11,30,1,2,RL,selamor,print,selamor_p.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,124.9709,125.167,125.1671,125.6671,,,,,,,,,,,,,,0.7277,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,13,0,125.6681,126.4004,m,1,0.7277,,[],[],[],[],[],[],[],126.4006,128.4008,128.401,128.4012,[],[],[],[],[],[],[],,128.4012,128.4014,-0.041666667,-0.210185228,0,0,0,,0,12,12,112,1,2,word,LIBERAL,print,liberal_p.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,128.4027,128.6009,128.601,129.0896,,,,,,,,,,,,,,1.1696,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,14,1,129.0903,130.2673,m,1,1.1696,,[],[],[],[],[],[],[],130.2675,132.2666,132.2667,133.9676,[],[],[],[],[],[],[],m,133.968,133.9681,-0.041666667,-0.210185228,0,0,0,,0,13,13,133,1,2,word,PROVIDE,cursive,provide_c.png,1.6932,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,133.9699,134.1671,134.1672,134.6677,,,,,,,,,,,,,,3.7444,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,15,0,134.6687,138.417,m,1,3.7444,,[],[],[],[],[],[],[],138.4172,140.4175,140.4177,140.4181,[],[],[],[],[],[],[],,140.4181,140.4183,-0.041666667,-0.210185228,0,0,0,,0,14,14,91,1,2,word,CARDINAL,cursive,cardinal_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,140.4202,140.6168,140.6169,141.1174,,,,,,,,,,,,,,4.6877,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,0,141.1181,145.8171,z,1,4.6877,,[],[],[],[],[],[],[],145.8173,147.8172,147.8174,147.8178,[],[],[],[],[],[],[],,147.8179,147.8179,-0.041666667,-0.210185228,0,0,0,,0,15,15,57,1,2,TL,meromy,cursive,meromy_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,147.8193,148.017,148.0171,148.5165,,,,,,,,,,,,,,3.863,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,17,0,148.5176,152.3833,z,1,3.863,,[],[],[],[],[],[],[],152.3836,154.383,154.3831,154.3836,[],[],[],[],[],[],[],,154.3837,154.3838,-0.041666667,-0.210185228,0,0,0,,0,16,16,71,1,2,TL,retome,cursive,retome_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,154.3852,154.5833,154.5834,155.0721,,,,,,,,,,,,,,2.4916,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,18,0,155.0727,157.5666,z,1,2.4916,,[],[],[],[],[],[],[],157.5668,159.5664,159.5666,159.5669,[],[],[],[],[],[],[],,159.567,159.5673,-0.041666667,-0.210185228,0,0,0,,0,17,17,29,1,2,RL,samite,cursive,samite_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,159.5683,159.7663,159.7664,160.2667,,,,,,,,,,,,,,5.8106,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,19,0,160.2671,166.0837,m,1,5.8106,,[],[],[],[],[],[],[],166.0839,168.085,168.0852,168.0854,[],[],[],[],[],[],[],,168.0855,168.0857,-0.041666667,-0.210185228,0,0,0,,0,18,18,146,1,2,word,RETIRE,cursive,retire_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,168.0873,168.2834,168.2836,168.7833,,,,,,,,,,,,,,0.9275,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,20,0,168.7842,169.7161,m,1,0.9275,,[],[],[],[],[],[],[],169.7162,171.7159,171.716,171.7164,[],[],[],[],[],[],[],,171.7165,171.7167,-0.041666667,-0.210185228,0,0,0,,0,19,19,145,1,2,word,RESUME,cursive,resume_c.png,,,,,,
,,,,32364,001,2025-12-02_14h53.57.234,HW_LDT_1,2024.2.4,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,171.7179,171.9162,171.9163,172.4162,,,,,,,,,,,,,,1.1063,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,21,0,172.417,173.5327,m,1,1.1063,,[],[],[],[],[],[],[],173.5329,175.5331,175.5333,175.5338,[],[],[],[],[],[],[],,175.5339,175.534,-0.041666667,-0.210185228,0,0,0,,0,20,20,119,1,2,word,MEMORY,cursive,memory_c.png,,,,,,
