counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
list3,,0.481,0.481,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,0.496,19.19,,-0.128042328,-0.384656085,1,0,0,instr_done_button,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,19.191,22.965,space,-0.128042328,-0.384656085,0,0,0,,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,3.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,22.966,23.918,space,-0.128042328,-0.384656085,0,0,0,,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,0.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,23.92,31.321,space,-0.128042328,-0.384656085,0,0,0,,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,7.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,31.341,31.513,31.513,32.013,32.014,32.864,m,1,0.833,,[],[],[],[],[],[],[],0.833,1,32.865,33.351,0,0,0,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,33.352,33.554,33.554,34.052,34.053,34.814,z,1,0.747,,[],[],[],[],[],[],[],0.747,1,34.814,35.302,0,1,1,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,35.303,35.502,35.502,36.004,36.005,36.733,z,1,0.716,,[],[],[],[],[],[],[],0.716,1,36.734,37.23,0,2,2,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,37.231,37.423,37.423,37.923,37.923,38.776,z,1,0.839,,[],[],[],[],[],[],[],0.839,1,38.776,39.272,0,3,3,12,1,1013,NW,UN,33,adveil,SPRINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,39.273,39.475,39.475,39.975,39.976,40.568,m,1,0.574,,[],[],[],[],[],[],[],0.574,1,40.568,41.059,0,4,4,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,41.059,41.261,41.261,41.758,41.759,42.415,z,1,0.638,,[],[],[],[],[],[],[],0.638,1,42.415,42.919,0,5,5,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,42.92,43.122,43.122,43.613,43.614,44.179,z,1,0.556,,[],[],[],[],[],[],[],0.556,1,44.179,44.668,0,6,6,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,44.669,44.865,44.865,45.369,45.369,45.864,z,1,0.482,,[],[],[],[],[],[],[],0.482,1,45.865,46.368,0,7,7,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,46.369,46.556,46.556,47.059,47.059,47.742,m,1,0.664,,[],[],[],[],[],[],[],0.664,1,47.742,48.242,0,8,8,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,48.243,48.442,48.442,48.931,48.932,49.569,m,1,0.622,,[],[],[],[],[],[],[],0.622,1,49.569,50.067,0,9,9,0,1,1001,WORD,"ID",33,utopia,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,50.067,50.263,50.263,50.761,50.761,51.359,m,1,0.588,,[],[],[],[],[],[],[],0.588,1,51.359,51.859,0,10,10,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,51.86,52.06,52.06,52.559,52.559,53.167,z,1,0.6,,[],[],[],[],[],[],[],0.6,1,53.168,53.658,0,11,11,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,53.659,53.854,53.854,54.353,54.354,54.956,z,1,0.591,,[],[],[],[],[],[],[],0.591,1,54.956,55.449,0,12,12,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,55.45,55.651,55.651,56.146,56.146,56.683,m,1,0.518,,[],[],[],[],[],[],[],0.518,1,56.683,57.184,0,13,13,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,57.185,57.376,57.376,57.875,57.876,58.609,m,1,0.723,,[],[],[],[],[],[],[],0.723,1,58.609,59.102,0,14,14,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,59.103,59.301,59.301,59.796,59.797,60.381,m,1,0.571,,[],[],[],[],[],[],[],0.571,1,60.381,60.875,0,15,15,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.88,64.28,,-0.095238095,-0.397354497,1,0,0,instr_done_button_3,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,64.298,64.476,64.476,64.974,,,,,,,,,,,,,,2.046,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,1,1,64.975,67.034,z,1,2.046,,[],[],[],[],[],[],[],67.034,69.037,69.038,72.996,[],[],[],[],[],[],[],z,3.953,,72.997,72.999,-0.095238095,-0.381481481,0,0,0,,0,0,0,11,1,3,RL,ebiwent,cursive,ebiwent_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,73,73.201,73.201,73.688,,,,,,,,,,,,,,1.906,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,2,0,73.688,75.598,m,1,1.906,,[],[],[],[],[],[],[],75.598,77.597,77.597,77.597,[],[],[],[],[],[],[],,,,77.597,77.598,-0.095238095,-0.381481481,0,0,0,,0,1,1,157,1,3,word,VALIDITY,cursive,validity_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,77.598,77.792,77.792,78.288,,,,,,,,,,,,,,2.118,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,3,0,78.288,80.416,m,1,2.118,,[],[],[],[],[],[],[],80.417,82.409,82.409,82.41,[],[],[],[],[],[],[],,,,82.41,82.41,-0.095238095,-0.381481481,0,0,0,,0,2,2,158,1,3,word,VELOCITY,cursive,velocity_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,82.41,82.606,82.606,83.106,,,,,,,,,,,,,,1.765,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,4,0,83.106,84.884,z,1,1.765,,[],[],[],[],[],[],[],84.884,86.884,86.884,86.884,[],[],[],[],[],[],[],,,,86.884,86.884,-0.095238095,-0.381481481,0,0,0,,0,3,3,63,1,3,TL,racidal,cursive,racidal_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,86.885,87.086,87.086,87.588,,,,,,,,,,,,,,2.089,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,5,0,87.588,89.678,z,1,2.089,,[],[],[],[],[],[],[],89.679,91.677,91.677,91.678,[],[],[],[],[],[],[],,,,91.678,91.678,-0.095238095,-0.381481481,0,0,0,,0,4,4,10,1,3,RL,efibor,print,efibor_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,91.678,91.881,91.881,92.378,,,,,,,,,,,,,,0.789,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,6,0,92.379,93.175,m,1,0.789,,[],[],[],[],[],[],[],93.175,95.172,95.172,95.172,[],[],[],[],[],[],[],,,,95.172,95.173,-0.095238095,-0.381481481,0,0,0,,0,5,5,151,1,3,word,SPECIFIC,print,specific_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,95.173,95.375,95.375,95.87,,,,,,,,,,,,,,1.279,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,7,0,95.871,97.16,z,1,1.279,,[],[],[],[],[],[],[],97.16,99.159,99.159,99.159,[],[],[],[],[],[],[],,,,99.159,99.159,-0.095238095,-0.381481481,0,0,0,,0,6,6,77,1,3,TL,vadility,cursive,vadility_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,99.16,99.355,99.355,99.859,,,,,,,,,,,,,,1.046,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,8,0,99.859,100.913,z,1,1.046,,[],[],[],[],[],[],[],100.913,102.916,102.916,102.917,[],[],[],[],[],[],[],,,,102.917,102.917,-0.095238095,-0.381481481,0,0,0,,0,7,7,50,1,3,TL,lirebal,print,lirebal_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,102.918,103.1,103.1,103.618,,,,,,,,,,,,,,2.057,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,9,1,103.618,105.68,m,1,2.057,,[],[],[],[],[],[],[],105.68,107.677,107.677,111.314,[],[],[],[],[],[],[],z,3.625,,111.314,111.314,-0.095238095,-0.381481481,0,0,0,,0,8,8,145,1,3,word,RESUME,cursive,resume_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,111.315,111.511,111.511,112.01,,,,,,,,,,,,,,1.709,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,10,0,112.01,113.73,z,1,1.709,,[],[],[],[],[],[],[],113.73,115.723,115.723,115.723,[],[],[],[],[],[],[],,,,115.723,115.723,-0.095238095,-0.381481481,0,0,0,,0,9,9,72,1,3,TL,senmitent,print,senmitent_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,115.724,115.926,115.926,116.426,,,,,,,,,,,,,,4.371,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,11,0,116.426,120.809,z,1,4.371,,[],[],[],[],[],[],[],120.809,122.808,122.808,122.808,[],[],[],[],[],[],[],,,,122.808,122.809,-0.095238095,-0.381481481,0,0,0,,0,10,10,71,1,3,TL,sanile,cursive,sanile_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,122.809,123.005,123.006,123.504,,,,,,,,,,,,,,1.843,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,12,1,123.504,125.357,m,1,1.843,,[],[],[],[],[],[],[],125.357,127.353,127.354,128.47,[],[],[],[],[],[],[],z,1.114,,128.47,128.47,-0.095238095,-0.381481481,0,0,0,,0,11,11,128,1,3,word,PACIFIC,cursive,pacific_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,128.471,128.663,128.663,129.162,,,,,,,,,,,,,,1.536,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,13,0,129.162,130.704,m,1,1.536,,[],[],[],[],[],[],[],130.704,132.709,132.709,132.71,[],[],[],[],[],[],[],,,,132.71,132.71,-0.095238095,-0.381481481,0,0,0,,0,12,12,86,1,3,word,BESIDE,cursive,beside_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,132.71,132.906,132.906,133.41,,,,,,,,,,,,,,3.656,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,14,0,133.41,137.066,z,0,3.656,,[],[],[],[],[],[],[],137.066,139.066,139.066,139.066,[],[],[],[],[],[],[],,,,139.066,139.066,-0.095238095,-0.381481481,0,0,0,,0,13,13,114,1,3,word,LOCATE,cursive,locate_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,139.067,139.264,139.264,139.759,,,,,,,,,,,,,,1.017,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,15,1,139.759,140.782,m,1,1.017,,[],[],[],[],[],[],[],140.782,142.789,142.789,144.384,[],[],[],[],[],[],[],m,1.592,,144.385,144.385,-0.095238095,-0.381481481,0,0,0,,0,14,14,80,1,3,word,ACADEMY,print,academy_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,144.385,144.586,144.586,145.088,,,,,,,,,,,,,,1.321,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,16,0,145.088,146.419,m,1,1.321,,[],[],[],[],[],[],[],146.419,148.414,148.414,148.414,[],[],[],[],[],[],[],,,,148.414,148.414,-0.095238095,-0.381481481,0,0,0,,0,15,15,129,1,3,word,PARENT,print,parent_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,148.415,148.608,148.608,149.112,,,,,,,,,,,,,,0.913,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,17,0,149.113,150.031,m,1,0.913,,[],[],[],[],[],[],[],150.031,152.036,152.036,152.036,[],[],[],[],[],[],[],,,,152.036,152.036,-0.095238095,-0.381481481,0,0,0,,0,16,16,96,1,3,word,CONSIDER,print,consider_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,152.037,152.234,152.235,152.734,,,,,,,,,,,,,,0.68,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,18,0,152.734,153.424,m,1,0.68,,[],[],[],[],[],[],[],153.424,155.434,155.434,155.434,[],[],[],[],[],[],[],,,,155.434,155.435,-0.094179894,-0.382539683,0,0,0,,0,17,17,132,1,3,word,PROPOSAL,print,proposal_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,155.435,155.638,155.638,156.137,,,,,,,,,,,,,,0.902,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,19,0,156.138,157.049,m,1,0.902,,[],[],[],[],[],[],[],157.049,159.042,159.042,159.043,[],[],[],[],[],[],[],,,,159.043,159.043,-0.094179894,-0.382539683,0,0,0,,0,18,18,84,1,3,word,BELOVED,cursive,beloved_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,159.043,159.242,159.242,159.744,,,,,,,,,,,,,,0.651,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,20,0,159.745,160.408,m,1,0.651,,[],[],[],[],[],[],[],160.408,162.404,162.405,162.405,[],[],[],[],[],[],[],,,,162.405,162.405,-0.094179894,-0.382539683,0,0,0,,0,19,19,137,1,3,word,RAPIDLY,print,rapidly_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,162.406,162.593,162.593,163.097,,,,,,,,,,,,,,0.494,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,21,1,163.097,163.6,m,1,0.494,,[],[],[],[],[],[],[],163.6,165.6,165.6,166.908,[],[],[],[],[],[],[],m,1.302,,166.908,166.908,-0.094179894,-0.382539683,0,0,0,,0,20,20,130,1,3,word,POLICY,print,policy_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,166.909,167.112,167.112,167.6,,,,,,,,,,,,,,1.739,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,22,0,167.6,169.343,m,1,1.739,,[],[],[],[],[],[],[],169.344,171.34,171.34,171.34,[],[],[],[],[],[],[],,,,171.34,171.34,-0.094179894,-0.382539683,0,0,0,,0,21,21,153,1,3,word,STOLEN,cursive,stolen_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,171.341,171.535,171.535,172.033,,,,,,,,,,,,,,1.934,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,23,0,172.033,173.98,z,1,1.934,,[],[],[],[],[],[],[],173.98,175.98,175.98,175.98,[],[],[],[],[],[],[],,,,175.98,175.98,-0.094179894,-0.382539683,0,0,0,,0,22,22,36,1,3,TL,carema,cursive,carema_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,175.981,176.167,176.167,176.678,,,,,,,,,,,,,,0.633,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,24,0,176.678,177.321,m,1,0.633,,[],[],[],[],[],[],[],177.321,179.318,179.319,179.319,[],[],[],[],[],[],[],,,,179.319,179.319,-0.094179894,-0.382539683,0,0,0,,0,23,23,113,1,3,word,LITERAL,print,literal_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,179.319,179.521,179.521,180.021,,,,,,,,,,,,,,0.855,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,25,0,180.021,180.88,z,1,0.855,,[],[],[],[],[],[],[],180.88,182.876,182.876,182.876,[],[],[],[],[],[],[],,,,182.876,182.876,-0.094179894,-0.382539683,0,0,0,,0,24,24,29,1,3,RL,selamor,cursive,selamor_c.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,182.877,183.077,183.077,183.567,,,,,,,,,,,,,,0.608,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,26,0,183.568,184.177,m,1,0.608,,[],[],[],[],[],[],[],184.177,186.166,186.166,186.167,[],[],[],[],[],[],[],,,,186.167,186.167,-0.094179894,-0.382539683,0,0,0,,0,25,25,152,1,3,word,SPECIMEN,print,specimen_p.png,,,,
,,,,32152,001,2025-10-16_15h20.38.084,HW_LDT_1,2024.2.4,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,186.167,186.363,186.363,186.863,,,,,,,,,,,,,,1.212,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,27,1,186.863,188.086,m,0,1.212,,[],[],[],[],[],[],[],188.086,190.085,190.085,192.021,[],[],[],[],[],[],[],m,1.929,,192.021,192.021,-0.094179894,-0.382539683,0,0,0,,0,26,26,9,1,3,RL,docirant,print,docirant_p.png,,,,
