counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,115.981,116.179,116.179,116.679,116.68,117.329,m,1,0.635,,[],[],[],[],[],[],[],0.635,1,117.331,117.829,0,5,5,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,117.831,118.029,118.029,118.529,118.531,119.168,m,1,0.617,,[],[],[],[],[],[],[],0.617,1,119.168,119.663,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,119.665,119.862,119.863,120.362,120.364,121.279,z,1,0.9,,[],[],[],[],[],[],[],0.9,1,121.279,121.779,0,7,7,8,1,1009,NW,"ID",33,aslert,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,121.781,121.979,121.979,122.479,122.48,123.647,z,1,1.158,,[],[],[],[],[],[],[],1.158,1,123.647,124.146,0,8,8,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,124.148,124.346,124.346,124.846,124.847,125.762,z,1,0.903,,[],[],[],[],[],[],[],0.903,1,125.763,126.263,0,9,9,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,126.264,126.462,126.463,126.963,126.964,127.553,m,1,0.572,,[],[],[],[],[],[],[],0.572,1,127.553,128.046,0,10,10,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,128.048,128.246,128.246,128.746,128.747,129.346,m,1,0.58,,[],[],[],[],[],[],[],0.58,1,129.346,129.846,0,11,11,2,1,1003,WORD,"ID",16,almond,ALMOND,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,129.847,130.045,130.045,130.546,130.547,131.17,m,1,0.605,,[],[],[],[],[],[],[],0.605,1,131.17,131.662,0,12,12,4,1,1005,WORD,UN,33,abound,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,131.664,131.862,131.862,132.362,132.364,133.062,z,1,0.689,,[],[],[],[],[],[],[],0.689,1,133.063,133.562,0,13,13,13,1,1014,NW,UN,33,winfer,ROUPET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,133.564,133.762,133.762,134.262,134.264,135.246,m,0,0.969,,[],[],[],[],[],[],[],0.969,0,135.246,135.746,0,14,14,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,135.748,135.946,135.946,136.446,136.447,137.07,m,1,0.605,,[],[],[],[],[],[],[],0.605,1,137.071,137.562,0,15,15,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. On some trials you will be asked to report whether the item you just saw was in cursive or print. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.573,163.297,space,25.693,,0.084615385,-0.383333333,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,163.312,163.496,163.496,163.996,,,,,,,,,,,,,,2.109,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,1,1,163.997,166.12,m,0,2.109,,[],[],[],[],[],[],[],166.121,168.113,168.114,171.93,[],[],[],[],[],[],[],m,3.8,,171.931,171.935,0.084615385,-0.383333333,0,0,0,,0,0,0,53,1,3,TL,marnigal,print,marnigal_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,171.936,172.129,172.129,172.629,,,,,,,,,,,,,,1.338,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,2,0,172.63,173.979,m,1,1.338,,[],[],[],[],[],[],[],173.979,175.979,175.979,175.98,[],[],[],[],[],[],[],,,,175.98,175.98,0.084615385,-0.383333333,0,0,0,,0,1,1,101,1,3,word,DELICATE,print,delicate_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,175.982,176.179,176.179,176.679,,,,,,,,,,,,,,1.174,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,3,0,176.68,177.862,m,0,1.174,,[],[],[],[],[],[],[],177.862,179.862,179.862,179.863,[],[],[],[],[],[],[],,,,179.863,179.863,0.084615385,-0.383333333,0,0,0,,0,2,2,39,1,3,TL,clicinal,print,clicinal_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,179.865,180.062,180.062,180.562,,,,,,,,,,,,,,1.578,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,4,0,180.563,182.153,m,1,1.578,,[],[],[],[],[],[],[],182.153,184.146,184.146,184.146,[],[],[],[],[],[],[],,,,184.146,184.146,0.084615385,-0.383333333,0,0,0,,0,3,3,157,1,3,word,VALIDITY,cursive,validity_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,184.148,184.346,184.346,184.846,,,,,,,,,,,,,,1.724,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,5,0,184.846,186.579,z,1,1.724,,[],[],[],[],[],[],[],186.579,188.579,188.579,188.579,[],[],[],[],[],[],[],,,,188.58,188.58,0.084615385,-0.383333333,0,0,0,,0,4,4,36,1,3,TL,carema,cursive,carema_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,188.581,188.779,188.779,189.279,,,,,,,,,,,,,,0.808,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,6,0,189.279,190.095,m,0,0.808,,[],[],[],[],[],[],[],190.095,192.096,192.096,192.096,[],[],[],[],[],[],[],,,,192.096,192.096,0.084615385,-0.383333333,0,0,0,,0,5,5,63,1,3,TL,racidal,cursive,racidal_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,192.098,192.296,192.296,192.796,,,,,,,,,,,,,,0.804,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,7,0,192.796,193.612,m,1,0.804,,[],[],[],[],[],[],[],193.612,195.612,195.612,195.613,[],[],[],[],[],[],[],,,,195.613,195.613,0.084615385,-0.383333333,0,0,0,,0,6,6,130,1,3,word,POLICY,print,policy_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,195.614,195.812,195.812,196.311,,,,,,,,,,,,,,0.808,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,8,0,196.312,197.129,z,1,0.808,,[],[],[],[],[],[],[],197.129,199.129,199.129,199.13,[],[],[],[],[],[],[],,,,199.13,199.13,0.084615385,-0.383333333,0,0,0,,0,7,7,46,1,3,TL,distupe,print,distupe_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,199.132,199.329,199.329,199.829,,,,,,,,,,,,,,2.307,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,9,0,199.83,202.146,z,0,2.307,,[],[],[],[],[],[],[],202.146,204.146,204.146,204.146,[],[],[],[],[],[],[],,,,204.146,204.147,0.084615385,-0.383333333,0,0,0,,0,8,8,121,1,3,word,MISTAKE,cursive,mistake_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,204.148,204.346,204.346,204.845,,,,,,,,,,,,,,3.002,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,10,0,204.846,207.862,z,1,3.002,,[],[],[],[],[],[],[],207.862,209.862,209.862,209.863,[],[],[],[],[],[],[],,,,209.863,209.863,0.084615385,-0.383333333,0,0,0,,0,9,9,59,1,3,TL,paficic,cursive,paficic_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,209.865,210.061,210.061,210.562,,,,,,,,,,,,,,0.74,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,11,0,210.563,211.312,m,1,0.74,,[],[],[],[],[],[],[],211.312,213.312,213.312,213.313,[],[],[],[],[],[],[],,,,213.313,213.314,0.084615385,-0.383333333,0,0,0,,0,10,10,146,1,3,word,RETIRE,print,retire_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,213.315,213.512,213.512,214.012,,,,,,,,,,,,,,0.675,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,12,0,214.013,214.702,m,1,0.675,,[],[],[],[],[],[],[],214.702,216.696,216.696,216.696,[],[],[],[],[],[],[],,,,216.696,216.697,0.084615385,-0.383333333,0,0,0,,0,11,11,151,1,3,word,SPECIFIC,print,specific_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,216.698,216.896,216.896,217.395,,,,,,,,,,,,,,0.64,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,13,1,217.396,218.045,m,1,0.64,,[],[],[],[],[],[],[],218.045,220.045,220.046,239.55,[],[],[],[],[],[],[],m,19.491,,239.55,239.55,0.084615385,-0.383333333,0,0,0,,0,12,12,138,1,3,word,REFUSAL,print,refusal_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,239.55,239.746,239.746,240.246,,,,,,,,,,,,,,2.157,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,14,1,240.246,242.412,z,0,2.157,,[],[],[],[],[],[],[],242.412,244.412,244.412,246.179,[],[],[],[],[],[],[],z,1.761,,246.179,246.179,0.084615385,-0.383333333,0,0,0,,0,13,13,88,1,3,word,CAMERA,cursive,camera_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,246.18,246.379,246.379,246.879,,,,,,,,,,,,,,2.473,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,15,0,246.879,249.362,z,1,2.473,,[],[],[],[],[],[],[],249.362,251.362,251.362,251.363,[],[],[],[],[],[],[],,,,251.363,251.363,0.084615385,-0.383333333,0,0,0,,0,14,14,43,1,3,TL,dedace,cursive,dedace_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,251.364,251.562,251.562,252.062,,,,,,,,,,,,,,2.956,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,16,1,252.063,255.029,z,1,2.956,,[],[],[],[],[],[],[],255.029,257.028,257.028,258.479,[],[],[],[],[],[],[],z,1.443,,258.479,258.479,0.084615385,-0.383333333,0,0,0,,0,15,15,57,1,3,TL,moredate,cursive,moredate_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,258.481,258.679,258.679,259.179,,,,,,,,,,,,,,0.841,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,17,0,259.179,260.028,m,1,0.841,,[],[],[],[],[],[],[],260.028,262.029,262.029,262.029,[],[],[],[],[],[],[],,,,262.029,262.03,0.084615385,-0.383333333,0,0,0,,0,16,16,142,1,3,word,REMOTE,print,remote_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,262.031,262.229,262.229,262.729,,,,,,,,,,,,,,1.21,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,18,0,262.729,263.953,m,1,1.21,,[],[],[],[],[],[],[],263.953,265.945,265.945,265.946,[],[],[],[],[],[],[],,,,265.946,265.946,0.084615385,-0.383333333,0,0,0,,0,17,17,136,1,3,word,RADICAL,cursive,radical_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,265.948,266.145,266.146,266.645,,,,,,,,,,,,,,0.99,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,19,0,266.646,267.651,m,1,0.99,,[],[],[],[],[],[],[],267.651,269.645,269.645,269.646,[],[],[],[],[],[],[],,,,269.646,269.647,0.084615385,-0.383333333,0,0,0,,0,18,18,147,1,3,word,ROMANTIC,cursive,romantic_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,269.648,269.845,269.846,270.345,,,,,,,,,,,,,,3.878,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,20,0,270.346,274.229,z,0,3.878,,[],[],[],[],[],[],[],274.229,276.229,276.229,276.229,[],[],[],[],[],[],[],,,,276.23,276.23,0.084615385,-0.383333333,0,0,0,,0,19,19,140,1,3,word,RELATIVE,cursive,relative_c.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,276.231,276.428,276.428,276.929,,,,,,,,,,,,,,0.758,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,21,1,276.929,277.695,m,1,0.758,,[],[],[],[],[],[],[],277.696,279.695,279.695,281.379,[],[],[],[],[],[],[],m,1.675,,281.379,281.379,0.084615385,-0.383333333,0,0,0,,0,20,20,111,1,3,word,INDICATE,print,indicate_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,281.38,281.579,281.579,282.079,,,,,,,,,,,,,,0.72,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,22,0,282.079,282.812,m,1,0.72,,[],[],[],[],[],[],[],282.812,284.811,284.811,284.812,[],[],[],[],[],[],[],,,,284.812,284.812,0.084615385,-0.383333333,0,0,0,,0,21,21,98,1,3,word,CRIMINAL,print,criminal_p.png,,,,
,,,,32141,001,2025-12-01_16h04.27.708,HW_LDT_1,2024.2.4,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,284.813,285.011,285.011,285.512,,,,,,,,,,,,,,3.111,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,23,0,285.513,288.628,z,1,3.111,,[],[],[],[],[],[],[],288.628,290.629,290.629,290.63,[],[],[],[],[],[],[],,,,290.63,290.63,0.084615385,-0.383333333,0,0,0,,0,22,22,70,1,3,TL,remuse,cursive,remuse_c.png,,,,
