counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,393.337,393.5349,393.535,394.0338,,,,,,,,,,,,,,3.9116,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,62,0,394.034,397.9506,z,1,3.9116,,[],[],[],[],[],[],[],397.9508,399.9502,399.9503,399.9505,[],[],[],[],[],[],[],,399.9505,399.9507,-0.04328559,-0.382478299,0,0,0,,0,61,61,78,1,3,TL,vecolity,cursive,vecolity_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,399.9519,400.1516,400.1518,400.65,,,,,,,,,,,,,,1.5648,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,63,1,400.6504,402.2169,z,1,1.5648,,[],[],[],[],[],[],[],402.2169,404.2177,404.2178,405.3504,[],[],[],[],[],[],[],m,405.3506,405.3508,-0.04328559,-0.382478299,0,0,0,,0,62,62,50,1,3,TL,lirebal,print,lirebal_p.png,1.128,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,405.3519,405.5514,405.5515,406.0523,,,,,,,,,,,,,,3.9448,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,64,0,406.0527,410.0006,z,1,3.9448,,[],[],[],[],[],[],[],410.0007,412.0004,412.0004,412.0005,[],[],[],[],[],[],[],,412.0007,412.0007,-0.04328559,-0.382478299,0,0,0,,0,63,63,73,1,3,TL,speficic,print,speficic_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,412.0019,412.201,412.2011,412.7013,,,,,,,,,,,,,,2.7125,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,65,0,412.7019,415.4178,z,0,2.7125,,[],[],[],[],[],[],[],415.418,417.418,417.4181,417.4185,[],[],[],[],[],[],[],,417.4186,417.4187,-0.04328559,-0.382478299,0,0,0,,0,64,64,93,1,3,word,CEREMONY,cursive,ceremony_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,417.4195,417.6186,417.6186,418.1166,,,,,,,,,,,,,,1.9159,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,66,0,418.1168,420.0337,m,1,1.9159,,[],[],[],[],[],[],[],420.0338,422.0344,422.0345,422.0348,[],[],[],[],[],[],[],,422.0349,422.035,-0.04328559,-0.382478299,0,0,0,,0,65,65,118,1,3,word,MEDICINE,print,medicine_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,422.0358,422.2343,422.2345,422.7333,,,,,,,,,,,,,,2.41,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,67,0,422.7336,425.1506,m,1,2.41,,[],[],[],[],[],[],[],425.1507,427.1499,427.1499,427.1502,[],[],[],[],[],[],[],,427.1502,427.1503,-0.04328559,-0.382478299,0,0,0,,0,66,66,134,1,3,word,QUALIFY,print,qualify_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,427.1511,427.35,427.35,427.8497,,,,,,,,,,,,,,1.9491,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,68,0,427.85,429.7997,z,1,1.9491,,[],[],[],[],[],[],[],429.7998,431.8023,431.8024,431.8031,[],[],[],[],[],[],[],,431.8032,431.8034,-0.04328559,-0.382478299,0,0,0,,0,67,67,59,1,3,TL,paficic,cursive,paficic_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,431.8044,432.0012,432.0013,432.4999,,,,,,,,,,,,,,1.0661,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,69,0,432.5001,433.5672,m,1,1.0661,,[],[],[],[],[],[],[],433.5672,435.5684,435.5684,435.5686,[],[],[],[],[],[],[],,435.5686,435.5687,-0.04328559,-0.382478299,0,0,0,,0,68,68,115,1,3,word,LOGICAL,cursive,logical_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,435.5694,435.7671,435.7672,436.2672,,,,,,,,,,,,,,2.0454,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,70,0,436.2677,438.3174,m,1,2.0454,,[],[],[],[],[],[],[],438.3175,440.3188,440.3188,440.3191,[],[],[],[],[],[],[],,440.3192,440.3193,-0.04328559,-0.382478299,0,0,0,,0,69,69,97,1,3,word,COVERAGE,print,coverage_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,440.3211,440.5178,440.5179,441.0179,,,,,,,,,,,,,,1.5897,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,71,1,441.0185,442.6178,z,1,1.5897,,[],[],[],[],[],[],[],442.618,444.6168,444.6168,446.1663,[],[],[],[],[],[],[],m,446.1664,446.1665,-0.04328559,-0.382478299,0,0,0,,0,70,70,56,1,3,TL,meromy,print,meromy_p.png,1.5481,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,446.1674,446.3679,446.3681,446.8672,,,,,,,,,,,,,,6.913,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,72,0,446.8678,453.7844,z,1,6.913,,[],[],[],[],[],[],[],453.7845,455.7845,455.7846,455.7848,[],[],[],[],[],[],[],,455.7849,455.785,-0.04328559,-0.382478299,0,0,0,,0,71,71,44,1,3,TL,decilate,print,decilate_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,455.7868,455.9831,455.9832,456.4839,,,,,,,,,,,,,,2.1125,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,73,0,456.4845,458.6002,z,1,2.1125,,[],[],[],[],[],[],[],458.6002,460.5996,460.5996,460.5998,[],[],[],[],[],[],[],,460.5998,460.5999,-0.04328559,-0.382478299,0,0,0,,0,72,72,49,1,3,TL,incidate,print,incidate_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,460.6009,460.8015,460.8016,461.2996,,,,,,,,,,,,,,3.5981,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,74,0,461.2999,464.8997,z,0,3.5981,,[],[],[],[],[],[],[],464.8998,466.8995,466.8996,466.8998,[],[],[],[],[],[],[],,466.8998,466.8998,-0.04328559,-0.382478299,0,0,0,,0,73,73,121,1,3,word,MISTAKE,cursive,mistake_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,466.9005,467.1031,467.1031,467.5991,,,,,,,,,,,,,,1.6501,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,75,0,467.5997,469.2507,m,1,1.6501,,[],[],[],[],[],[],[],469.2508,471.2532,471.2533,471.2537,[],[],[],[],[],[],[],,471.2538,471.2539,-0.04328559,-0.382478299,0,0,0,,0,74,74,111,1,3,word,INDICATE,print,indicate_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,471.2547,471.4499,471.45,471.9502,,,,,,,,,,,,,,1.4108,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,76,0,471.9506,473.3667,m,1,1.4108,,[],[],[],[],[],[],[],473.3668,475.3685,475.3687,475.3694,[],[],[],[],[],[],[],,475.3694,475.3695,-0.04328559,-0.382478299,0,0,0,,0,75,75,119,1,3,word,MEMORY,print,memory_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,475.3705,475.5674,475.5674,476.0676,,,,,,,,,,,,,,1.5456,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,77,0,476.0683,477.6175,m,1,1.5456,,[],[],[],[],[],[],[],477.6176,479.6177,479.6178,479.618,[],[],[],[],[],[],[],,479.6181,479.6181,-0.04328559,-0.382573785,0,0,0,,0,76,76,91,1,3,word,CARDINAL,print,cardinal_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,479.6201,479.8158,479.8158,480.3199,,,,,,,,,,,,,,1.344,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,78,0,480.3205,481.6664,m,1,1.344,,[],[],[],[],[],[],[],481.6665,483.6677,483.6678,483.668,[],[],[],[],[],[],[],,483.668,483.6681,-0.04328559,-0.382573785,0,0,0,,0,77,77,81,1,3,word,ADVISORY,print,advisory_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,483.6691,483.8665,483.8666,484.3671,,,,,,,,,,,,,,1.4647,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,79,0,484.3675,485.8329,m,1,1.4647,,[],[],[],[],[],[],[],485.8329,487.8329,487.8329,487.8332,[],[],[],[],[],[],[],,487.8332,487.8334,-0.04328559,-0.382573785,0,0,0,,0,78,78,100,1,3,word,DECADE,cursive,decade_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,487.8342,488.0336,488.0336,488.5339,,,,,,,,,,,,,,1.3401,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,80,0,488.5345,489.8827,m,1,1.3401,,[],[],[],[],[],[],[],489.8828,491.8845,491.8845,491.8847,[],[],[],[],[],[],[],,491.8847,576.2805,-0.759926215,0.474422743,0,0,0,space,0,79,79,151,1,3,word,SPECIFIC,print,specific_p.png,,,,84.3613,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,576.2815,576.4809,576.481,576.98,,,,,,,,,,,,,,1.9456,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,81,0,576.9803,578.9305,z,1,1.9456,,[],[],[],[],[],[],[],578.9308,580.93,580.93,580.9303,[],[],[],[],[],[],[],,580.9304,580.9305,-0.759926215,0.474422743,0,0,0,,0,80,80,60,1,3,TL,panert,print,panert_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,580.9313,581.1308,581.1309,581.6303,,,,,,,,,,,,,,1.3188,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,82,0,581.6307,582.9498,z,1,1.3188,,[],[],[],[],[],[],[],582.9499,584.9496,584.9497,584.9499,[],[],[],[],[],[],[],,584.9499,584.9501,-0.759926215,0.474422743,0,0,0,,0,81,81,0,1,3,RL,afaneur,print,afaneur_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,584.9509,585.1474,585.1475,585.6478,,,,,,,,,,,,,,6.7797,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,83,1,585.6483,592.4292,z,1,6.7797,,[],[],[],[],[],[],[],592.4293,594.4294,594.4294,601.4304,[],[],[],[],[],[],[],m,601.4305,601.4306,-0.651106771,0.405138889,0,0,0,,0,82,82,38,1,3,TL,carnidal,print,carnidal_p.png,6.9963,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,601.4314,601.6306,601.6307,602.1292,,,,,,,,,,,,,,1.6989,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,84,0,602.1295,603.8291,z,0,1.6989,,[],[],[],[],[],[],[],603.8291,605.8302,605.8302,605.8306,[],[],[],[],[],[],[],,605.8307,605.8308,-0.651106771,0.405138889,0,0,0,,0,83,83,117,1,3,word,MARINE,cursive,marine_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,605.8315,606.029,606.0291,606.5291,,,,,,,,,,,,,,1.4317,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,85,1,606.5293,607.9634,z,0,1.4317,,[],[],[],[],[],[],[],607.9636,609.9624,609.9625,611.7465,[],[],[],[],[],[],[],z,611.7465,611.7466,-0.651106771,0.405138889,0,0,0,,0,84,84,145,1,3,word,RESUME,cursive,resume_c.png,1.7823,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,611.7474,611.9491,611.9493,612.4478,,,,,,,,,,,,,,2.4463,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,86,0,612.4482,614.8992,z,1,2.4463,,[],[],[],[],[],[],[],614.8993,616.8957,616.8957,616.8961,[],[],[],[],[],[],[],,616.8961,616.8961,-0.651354167,0.405386285,0,0,0,,0,85,85,10,1,3,RL,efibor,print,efibor_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,616.8972,617.0967,617.0968,617.5977,,,,,,,,,,,,,,2.4465,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,87,0,617.5982,620.0473,m,1,2.4465,,[],[],[],[],[],[],[],620.0474,622.0453,622.0454,622.0456,[],[],[],[],[],[],[],,622.0457,622.0457,-0.651354167,0.405386285,0,0,0,,0,86,86,87,1,3,word,CAFETERIA,print,cafeteria_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,622.0466,622.2494,622.2494,622.747,,,,,,,,,,,,,,1.6817,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,88,0,622.7473,624.43,z,1,1.6817,,[],[],[],[],[],[],[],624.4301,626.4291,626.4291,626.4293,[],[],[],[],[],[],[],,626.4294,626.4295,-0.651354167,0.405386285,0,0,0,,0,87,87,23,1,3,RL,quakity,print,quakity_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,626.4304,626.6299,626.6299,627.1297,,,,,,,,,,,,,,1.4807,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,89,0,627.1302,628.6122,z,0,1.4807,,[],[],[],[],[],[],[],628.6123,630.6155,630.6156,630.6158,[],[],[],[],[],[],[],,630.6158,630.6159,-0.651848958,0.405633681,0,0,0,,0,88,88,114,1,3,word,LOCATE,cursive,locate_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,630.6168,630.8136,630.8136,631.316,,,,,,,,,,,,,,20.5441,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,90,0,631.3163,651.8634,z,1,20.5441,,[],[],[],[],[],[],[],651.8635,653.863,653.8631,653.8633,[],[],[],[],[],[],[],,653.8634,653.8635,-0.235828993,0.337052951,0,0,0,,0,89,89,14,1,3,RL,lofase,cursive,lofase_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,653.8643,654.062,654.062,654.5625,,,,,,,,,,,,,,11.2486,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,91,0,654.5627,665.8138,z,0,11.2486,,[],[],[],[],[],[],[],665.8139,667.8132,667.8132,667.8133,[],[],[],[],[],[],[],,667.8134,667.8135,-0.200412326,0.335568576,0,0,0,,0,90,90,110,1,3,word,HERITAGE,cursive,heritage_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,667.8143,668.0136,668.0137,668.5132,,,,,,,,,,,,,,1.5479,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,92,1,668.5136,670.0629,z,1,1.5479,,[],[],[],[],[],[],[],670.063,672.0629,672.0631,687.1784,[],[],[],[],[],[],[],z,687.1785,687.1786,0.512465278,0.279887153,0,0,0,,0,91,91,71,1,3,TL,sanile,cursive,sanile_c.png,15.1139,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,687.1793,687.38,687.38,687.88,,,,,,,,,,,,,,3.2789,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,93,0,687.8803,691.1615,z,1,3.2789,,[],[],[],[],[],[],[],691.1616,693.1625,693.1625,693.163,[],[],[],[],[],[],[],,693.1631,693.1631,0.512465278,0.279887153,0,0,0,,0,92,92,28,1,3,RL,rovastic,cursive,rovastic_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,693.1647,693.3653,693.3653,693.864,,,,,,,,,,,,,,1.9439,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,94,0,693.8651,695.8148,z,1,1.9439,,[],[],[],[],[],[],[],695.815,697.8129,697.8129,697.8132,[],[],[],[],[],[],[],,697.8132,697.8134,0.512465278,0.279887153,0,0,0,,0,93,93,33,1,3,TL,adsivory,print,adsivory_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,697.8141,698.0115,698.0116,698.5133,,,,,,,,,,,,,,1.7631,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,95,0,698.5137,700.279,z,1,1.7631,,[],[],[],[],[],[],[],700.2791,702.2796,702.2796,702.2797,[],[],[],[],[],[],[],,702.2797,702.2798,0.512465278,0.279887153,0,0,0,,0,94,94,3,1,3,RL,bebine,cursive,bebine_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,702.2805,702.4779,702.478,702.9784,,,,,,,,,,,,,,3.3662,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,96,0,702.9788,706.3476,m,1,3.3662,,[],[],[],[],[],[],[],706.3477,708.3458,708.3459,708.3462,[],[],[],[],[],[],[],,708.3462,708.3464,0.512465278,0.279887153,0,0,0,,0,95,95,153,1,3,word,STOLEN,cursive,stolen_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,708.3474,708.5453,708.5453,709.0446,,,,,,,,,,,,,,2.481,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,97,0,709.0452,711.5312,z,1,2.481,,[],[],[],[],[],[],[],711.5314,713.5275,713.5276,713.5278,[],[],[],[],[],[],[],,713.5278,713.5279,0.512465278,0.279887153,0,0,0,,0,96,96,25,1,3,RL,retupar,print,retupar_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,713.5286,713.7292,713.7292,714.2293,,,,,,,,,,,,,,1.1267,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,98,0,714.2298,715.3617,m,1,1.1267,,[],[],[],[],[],[],[],715.3619,717.3626,717.3626,717.3629,[],[],[],[],[],[],[],,717.3629,717.363,0.512465278,0.279887153,0,0,0,,0,97,97,148,1,3,word,SALINE,cursive,saline_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,717.3638,717.5614,717.5614,718.0654,,,,,,,,,,,,,,2.3784,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,99,0,718.0658,720.4448,m,1,2.3784,,[],[],[],[],[],[],[],720.4449,722.4477,722.4478,722.4482,[],[],[],[],[],[],[],,722.4483,722.4483,0.512465278,0.279887153,0,0,0,,0,98,98,154,1,3,word,STORAGE,cursive,storage_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,722.449,722.6456,722.6457,723.1453,,,,,,,,,,,,,,1.4473,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,100,0,723.1457,724.5978,m,1,1.4473,,[],[],[],[],[],[],[],724.5979,726.5958,726.5958,726.5961,[],[],[],[],[],[],[],,726.5962,726.5963,0.512465278,0.279887153,0,0,0,,0,99,99,138,1,3,word,REFUSAL,print,refusal_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,726.5973,726.796,726.796,727.2962,,,,,,,,,,,,,,1.2117,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,101,0,727.297,728.5138,z,1,1.2117,,[],[],[],[],[],[],[],728.5139,730.5123,730.5124,730.5125,[],[],[],[],[],[],[],,730.5126,730.5128,0.512465278,0.279887153,0,0,0,,0,100,100,8,1,3,RL,cocewage,print,cocewage_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,730.5136,730.712,730.712,731.2119,,,,,,,,,,,,,,1.3148,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,102,0,731.2122,732.528,z,1,1.3148,,[],[],[],[],[],[],[],732.528,734.5289,734.5291,734.5292,[],[],[],[],[],[],[],,734.5293,734.5294,0.512465278,0.279887153,0,0,0,,0,101,101,27,1,3,RL,recile,print,recile_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,734.5304,734.7282,734.7282,735.2282,,,,,,,,,,,,,,4.6644,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,103,0,735.2286,739.8975,z,0,4.6644,,[],[],[],[],[],[],[],739.8977,741.895,741.895,741.8954,[],[],[],[],[],[],[],,741.8955,741.8956,0.512465278,0.279887153,0,0,0,,0,102,102,140,1,3,word,RELATIVE,cursive,relative_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,741.8967,742.094,742.094,742.5971,,,,,,,,,,,,,,1.58,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,104,0,742.5977,744.1783,z,1,1.58,,[],[],[],[],[],[],[],744.1784,746.1775,746.1775,746.1779,[],[],[],[],[],[],[],,746.1779,746.178,0.512465278,0.279887153,0,0,0,,0,103,103,29,1,3,RL,selamor,cursive,selamor_c.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,746.1788,746.3811,746.3812,746.8774,,,,,,,,,,,,,,4.7458,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,105,0,746.8778,751.629,z,1,4.7458,,[],[],[],[],[],[],[],751.629,753.6301,753.6302,753.6307,[],[],[],[],[],[],[],,753.6307,753.6309,0.512465278,0.279887153,0,0,0,,0,104,104,64,1,3,TL,radiply,print,radiply_p.png,,,,,,,
,,,,30072,001,2025-12-02_19h04.29.118,HW_LDT_1,2024.2.4,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,753.6315,753.8272,753.8272,754.3274,,,,,,,,,,,,,,1.2933,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,106,0,754.3278,755.6287,m,1,1.2933,,[],[],[],[],[],[],[],755.6288,757.6273,757.6274,757.6276,[],[],[],[],[],[],[],,757.6277,757.6278,0.512465278,0.279887153,0,0,0,,0,105,105,144,1,3,word,RESIDENT,cursive,resident_c.png,,,,,,,
