counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
list4,,0.5071,0.5074,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,0.5284,3.3042,space,2.746,,-0.133258302,-0.319694954,0,0,0,0,0,0,0,1,1,instructions,"INSTRUCTIONS
At the start of each trial, look at the plus sign  (+) in the center of the screen.  This tells you that a trial is about to begin and where to look. Second, the plus sign will disappear and a string of letters will appear. Your task is to determine if the string of letters is a word or not. If the item is a word press the M key (on keyboard)  or touch the word button (phone/tablet).  If the item is not a word,  press the  Z key (on keyboard)  or touch the nonword button (on phone/tablet). The items will be presented for a short time. 
Press the space bar or touch  continue.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,3.3062,4.4045,space,1.0605,,-0.133258302,-0.319694954,0,0,0,0,1,1,1,1,2,instructions,"If your device has a keyboard, press the 'Z' key for nonwords and the 'M' key for words.





Press the space bar or touch the button below to continue.",0,keyboard-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,4.4062,13.0545,space,8.6235,,-0.02808919,-0.366599187,0,0,0,0,2,2,2,1,3,instructions,"If you are using a touchscreen only device, use the buttons on the screen. Do not use the mouse.





Press the space bar or touch the button below to continue.",0,touchscreen-example.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,13.0564,19.4212,space,6.3349,,-0.02808919,-0.366599187,0,0,0,0,3,3,3,1,4,instructions,"It is very important that you respond as quickly and accurately as possible, as each letter string will only be on the screen for two seconds. If you do not respond within this time, the message 'Too slow!' will be displayed and the experiment will progress to the next letter string. The first 20 trials will be practice trials and you will receive feedback on your answers. 

Press the space bar or touch the button below to start the practice trials.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,19.4487,19.6204,19.6207,20.1208,20.1212,30.2536,z,1,10.1017,,[],[],[],[],[],[],[],10.1017,1,30.254,30.7543,0,0,0,9,1,1010,NW,"ID",33,fariny,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,30.7558,30.9539,30.954,31.4531,31.4544,32.404,z,1,0.9288,,[],[],[],[],[],[],[],0.9288,1,32.4043,32.9041,0,1,1,14,1,1015,NW,UN,16,miaber,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,32.9055,33.104,33.104,33.6039,33.6051,34.5366,m,1,0.9079,,[],[],[],[],[],[],[],0.9079,1,34.5368,35.0364,0,2,2,3,1,1004,WORD,"ID",16,matrix,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,35.0379,35.2373,35.2373,35.7372,35.7383,36.3197,m,1,0.558,,[],[],[],[],[],[],[],0.558,1,36.3198,36.8207,0,3,3,1,1,1002,WORD,"ID",33,adjust,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,36.8223,37.0198,37.0198,37.5197,37.5209,38.0196,m,1,0.4783,,[],[],[],[],[],[],[],0.4783,1,38.0198,38.5207,0,4,4,7,1,1008,WORD,UN,16,hurdle,VOLUME,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,38.5221,38.7203,38.7204,39.2198,39.2208,39.7038,m,1,0.4726,,[],[],[],[],[],[],[],0.4726,1,39.7041,40.2039,0,5,5,5,1,1006,WORD,UN,33,frenzy,OBTAIN,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,40.2055,40.404,40.4042,40.9038,40.9047,41.5042,m,1,0.5901,,[],[],[],[],[],[],[],0.5901,1,41.5045,42.004,0,6,6,6,1,1007,WORD,UN,16,tropic,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,42.0058,42.2038,42.2039,42.7028,42.7038,43.3706,z,1,0.6459,,[],[],[],[],[],[],[],0.6459,1,43.3706,43.8696,0,7,7,15,1,1016,NW,UN,16,mushed,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,43.871,44.0695,44.0697,44.5695,44.5706,45.1706,m,0,0.5877,,[],[],[],[],[],[],[],0.5877,0,45.1716,45.6706,0,8,8,10,1,1011,NW,"ID",16,inlade,INLADE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32113,001,2025-12-01_21h28.40.626,HW_LDT_1,2024.2.4,MacIntel,56.49717514,,,,,,,,,,,,,,,,,,,,,45.6722,45.8698,45.8698,46.3704,46.3715,47.0205,z,1,0.6366,,[],[],[],[],[],[],[],0.6366,1,47.0214,47.5205,0,9,9,11,1,1012,NW,"ID",16,rashet,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
